Identifier,Ct,Gene,Efficiancy 
202,40,SWS2A,0.8699094
202,35.39,SWS2A,0.8699094
203,33.88,SWS2A,0.8699094
203,33.78,SWS2A,0.8699094
204,34.13,SWS2A,0.8699094
204,40,SWS2A,0.8699094
204,33.79,SWS2A,0.8699094
205,33.2,SWS2A,0.8699094
205,32.83,SWS2A,0.8699094
206,31.33,SWS2A,0.8699094
206,31.62,SWS2A,0.8699094
242,33.02,SWS2A,0.8699094
242,33.32,SWS2A,0.8699094
244,34.74,SWS2A,0.8699094
244,33.13,SWS2A,0.8699094
244,33.77,SWS2A,0.8699094
245,34.71,SWS2A,0.8699094
245,34.5,SWS2A,0.8699094
246,31.55,SWS2A,0.8699094
246,31.06,SWS2A,0.8699094
247,32.33,SWS2A,0.8699094
247,31.84,SWS2A,0.8699094
248,34.75,SWS2A,0.8699094
248,35.03,SWS2A,0.8699094
249,33.85,SWS2A,0.8699094
249,34.22,SWS2A,0.8699094
260,33.82,SWS2A,0.8699094
260,36.35,SWS2A,0.8699094
260,34.75,SWS2A,0.8699094
261,35.96,SWS2A,0.8699094
261,35.12,SWS2A,0.8699094
262,34.18,SWS2A,0.8699094
262,33.59,SWS2A,0.8699094
264,31.66,SWS2A,0.8699094
264,31.81,SWS2A,0.8699094
265,32.81,SWS2A,0.8699094
265,33.19,SWS2A,0.8699094
266,32.21,SWS2A,0.8699094
266,32.28,SWS2A,0.8699094
267,33.65,SWS2A,0.8699094
267,33.51,SWS2A,0.8699094
365,35.73,SWS2A,0.8699094
365,35.03,SWS2A,0.8699094
366,32.22,SWS2A,0.8699094
366,32,SWS2A,0.8699094
367,33.01,SWS2A,0.8699094
367,35.3,SWS2A,0.8699094
367,33.15,SWS2A,0.8699094
368,33.16,SWS2A,0.8699094
368,32.2,SWS2A,0.8699094
369,35.21,SWS2A,0.8699094
369,34.52,SWS2A,0.8699094
369,40,SWS2A,0.8699094
370,36.16,SWS2A,0.8699094
370,35.2,SWS2A,0.8699094
371,33.22,SWS2A,0.8699094
371,33.32,SWS2A,0.8699094
472,33.33,SWS2A,0.8699094
472,33.33,SWS2A,0.8699094
474,33.49,SWS2A,0.8699094
474,34.4,SWS2A,0.8699094
475,34.25,SWS2A,0.8699094
475,35.01,SWS2A,0.8699094
476,32.91,SWS2A,0.8699094
476,33.86,SWS2A,0.8699094
477,32.62,SWS2A,0.8699094
477,31.92,SWS2A,0.8699094
478,31.26,SWS2A,0.8699094
478,31.75,SWS2A,0.8699094
479,34.69,SWS2A,0.8699094
479,33.55,SWS2A,0.8699094
502,40,SWS2A,0.8699094
502,40,SWS2A,0.8699094
502,40,SWS2A,0.8699094
503,40,SWS2A,0.8699094
503,33.52,SWS2A,0.8699094
503,36.7,SWS2A,0.8699094
505,40,SWS2A,0.8699094
505,36.74,SWS2A,0.8699094
505,34.36,SWS2A,0.8699094
506,32.49,SWS2A,0.8699094
506,33.98,SWS2A,0.8699094
506,32.95,SWS2A,0.8699094
507,32.3,SWS2A,0.8699094
507,31.67,SWS2A,0.8699094
508,32.14,SWS2A,0.8699094
508,32.07,SWS2A,0.8699094
509,33.86,SWS2A,0.8699094
509,33.95,SWS2A,0.8699094
523,32.89,SWS2A,0.8699094
523,33.65,SWS2A,0.8699094
524,35.75,SWS2A,0.8699094
524,35.48,SWS2A,0.8699094
524,40,SWS2A,0.8699094
526,34.57,SWS2A,0.8699094
526,32.75,SWS2A,0.8699094
526,34.83,SWS2A,0.8699094
527,31.75,SWS2A,0.8699094
527,32.03,SWS2A,0.8699094
528,31.88,SWS2A,0.8699094
528,31.43,SWS2A,0.8699094
529,32.8,SWS2A,0.8699094
529,33.05,SWS2A,0.8699094
530,33.9,SWS2A,0.8699094
530,35.56,SWS2A,0.8699094
530,33.91,SWS2A,0.8699094
590,40,SWS2A,0.8699094
590,33.77,SWS2A,0.8699094
590,35.28,SWS2A,0.8699094
591,33.01,SWS2A,0.8699094
591,32.61,SWS2A,0.8699094
592,31.31,SWS2A,0.8699094
592,30.92,SWS2A,0.8699094
593,32.2,SWS2A,0.8699094
593,31.95,SWS2A,0.8699094
594,31.83,SWS2A,0.8699094
594,32.22,SWS2A,0.8699094
595,32.51,SWS2A,0.8699094
595,35.47,SWS2A,0.8699094
595,34.41,SWS2A,0.8699094
596,33.1,SWS2A,0.8699094
596,32.21,SWS2A,0.8699094
200,26.01,SWS2B,0.8782115
200,25.69,SWS2B,0.8782115
201,25.55,SWS2B,0.8782115
201,25.66,SWS2B,0.8782115
202,27.32,SWS2B,0.8782115
202,26.79,SWS2B,0.8782115
203,26,SWS2B,0.8782115
203,26.11,SWS2B,0.8782115
204,24.81,SWS2B,0.8782115
204,24.92,SWS2B,0.8782115
205,24.41,SWS2B,0.8782115
205,24.48,SWS2B,0.8782115
206,24.41,SWS2B,0.8782115
206,24.73,SWS2B,0.8782115
242,25.51,SWS2B,0.8782115
242,25.46,SWS2B,0.8782115
244,25.19,SWS2B,0.8782115
244,24.93,SWS2B,0.8782115
245,25.94,SWS2B,0.8782115
245,25.85,SWS2B,0.8782115
246,23.96,SWS2B,0.8782115
246,23.9,SWS2B,0.8782115
247,23.87,SWS2B,0.8782115
247,23.91,SWS2B,0.8782115
248,26.1,SWS2B,0.8782115
248,26.13,SWS2B,0.8782115
249,26.73,SWS2B,0.8782115
249,26.73,SWS2B,0.8782115
260,26.72,SWS2B,0.8782115
260,26.7,SWS2B,0.8782115
261,27.09,SWS2B,0.8782115
261,27.02,SWS2B,0.8782115
262,27.47,SWS2B,0.8782115
262,27.41,SWS2B,0.8782115
264,24.77,SWS2B,0.8782115
264,24.72,SWS2B,0.8782115
265,25.07,SWS2B,0.8782115
265,25.03,SWS2B,0.8782115
266,24.89,SWS2B,0.8782115
266,24.74,SWS2B,0.8782115
267,26.36,SWS2B,0.8782115
267,26.18,SWS2B,0.8782115
365,25.17,SWS2B,0.8782115
365,24.97,SWS2B,0.8782115
366,24.1,SWS2B,0.8782115
366,24.24,SWS2B,0.8782115
367,25.01,SWS2B,0.8782115
367,25.15,SWS2B,0.8782115
368,23.6,SWS2B,0.8782115
368,24.02,SWS2B,0.8782115
369,26.04,SWS2B,0.8782115
369,26.09,SWS2B,0.8782115
370,25.71,SWS2B,0.8782115
370,25.57,SWS2B,0.8782115
371,25.72,SWS2B,0.8782115
371,25.76,SWS2B,0.8782115
472,25.29,SWS2B,0.8782115
472,25.61,SWS2B,0.8782115
474,25.26,SWS2B,0.8782115
474,25.47,SWS2B,0.8782115
475,27.07,SWS2B,0.8782115
475,26.26,SWS2B,0.8782115
476,23.94,SWS2B,0.8782115
476,23.96,SWS2B,0.8782115
477,23.74,SWS2B,0.8782115
477,23.58,SWS2B,0.8782115
478,22.82,SWS2B,0.8782115
478,22.6,SWS2B,0.8782115
479,24.74,SWS2B,0.8782115
479,24.88,SWS2B,0.8782115
502,28.99,SWS2B,0.8782115
502,29.45,SWS2B,0.8782115
503,27.87,SWS2B,0.8782115
503,27.85,SWS2B,0.8782115
505,26.99,SWS2B,0.8782115
505,27.11,SWS2B,0.8782115
506,24.99,SWS2B,0.8782115
506,24.89,SWS2B,0.8782115
507,23.99,SWS2B,0.8782115
507,23.9,SWS2B,0.8782115
508,24.69,SWS2B,0.8782115
508,24.74,SWS2B,0.8782115
509,26.68,SWS2B,0.8782115
509,26.69,SWS2B,0.8782115
523,26.35,SWS2B,0.8782115
523,26.2,SWS2B,0.8782115
524,26.54,SWS2B,0.8782115
524,26.47,SWS2B,0.8782115
526,25.51,SWS2B,0.8782115
526,25.68,SWS2B,0.8782115
527,23.81,SWS2B,0.8782115
527,24.08,SWS2B,0.8782115
528,22.72,SWS2B,0.8782115
528,22.76,SWS2B,0.8782115
529,23.35,SWS2B,0.8782115
529,23.23,SWS2B,0.8782115
530,25.25,SWS2B,0.8782115
530,25.06,SWS2B,0.8782115
590,27.28,SWS2B,0.8782115
590,27.26,SWS2B,0.8782115
591,27.02,SWS2B,0.8782115
591,27.13,SWS2B,0.8782115
592,22.75,SWS2B,0.8782115
592,23.02,SWS2B,0.8782115
593,23.07,SWS2B,0.8782115
593,23.43,SWS2B,0.8782115
594,23.84,SWS2B,0.8782115
594,24.04,SWS2B,0.8782115
595,25.08,SWS2B,0.8782115
595,25.13,SWS2B,0.8782115
596,25.46,SWS2B,0.8782115
596,25.51,SWS2B,0.8782115
