,Well,Fluor,Type,Identifier,Replicate #,Threshold Cycle (Ct),Ct Mean,Ct Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev.,Set Point
,A02,FAM,Unkn,200,1,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,A04,FAM,Unkn,242,8,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,A05,FAM,Unkn,260,15,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,A06,FAM,Unkn,365,22,34.68,34.68,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,A07,FAM,Unkn,200,1,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,A08,FAM,Unkn,242,8,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,A09,FAM,Unkn,260,15,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,A10,FAM,Unkn,365,22,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,A11,FAM,NTC,NoRT,1,34.71,34.71,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,B02,FAM,Unkn,201,2,34.71,34.71,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,B04,FAM,Unkn,244,9,28.68,28.68,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,B05,FAM,Unkn,261,16,34.69,34.69,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,B06,FAM,Unkn,366,23,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,B07,FAM,Unkn,201,2,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,B08,FAM,Unkn,244,9,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,B09,FAM,Unkn,261,16,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,B10,FAM,Unkn,366,23,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,B11,FAM,NTC,NCT,2,34.61,34.61,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,C02,FAM,Unkn,202,3,33.53,26.40,10.078,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,C04,FAM,Unkn,245,10,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,C05,FAM,Unkn,262,17,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,C06,FAM,Unkn,367,24,34.20,34.20,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,C07,FAM,Unkn,202,3,19.27,26.40,10.078,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,C08,FAM,Unkn,245,10,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,C09,FAM,Unkn,262,17,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,C10,FAM,Unkn,367,24,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,D02,FAM,Unkn,203,4,22.84,22.84,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,D04,FAM,Unkn,246,11,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,D05,FAM,Unkn,264,18,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,D06,FAM,Unkn,368,25,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,D07,FAM,Unkn,203,4,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,D08,FAM,Unkn,246,11,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,D09,FAM,Unkn,264,18,34.78,34.78,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,D10,FAM,Unkn,368,25,34.86,34.86,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,E02,FAM,Unkn,204,5,26.22,30.48,6.023,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,E04,FAM,Unkn,247,12,38.34,28.51,13.908,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,E05,FAM,Unkn,265,19,32.71,33.56,1.214,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,E06,FAM,Unkn,369,26,23.30,23.30,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,E07,FAM,Unkn,204,5,34.73,30.48,6.023,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,E08,FAM,Unkn,247,12,18.67,28.51,13.908,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,E09,FAM,Unkn,265,19,34.42,33.56,1.214,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,E10,FAM,Unkn,369,26,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,F02,FAM,Unkn,205,6,33.83,31.34,3.512,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,F04,FAM,Unkn,248,13,35.66,26.84,12.477,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,F05,FAM,Unkn,266,20,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,F06,FAM,Unkn,370,27,25.25,25.25,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,F07,FAM,Unkn,205,6,28.86,31.34,3.512,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,F08,FAM,Unkn,248,13,18.02,26.84,12.477,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,F09,FAM,Unkn,266,20,34.61,34.61,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,F10,FAM,Unkn,370,27,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,G02,FAM,Unkn,206,7,34.42,25.15,13.105,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,G04,FAM,Unkn,249,14,35.64,32.60,4.303,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,G05,FAM,Unkn,267,21,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,G06,FAM,Unkn,371,28,21.13,27.26,8.676,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,G07,FAM,Unkn,206,7,15.89,25.15,13.105,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,G08,FAM,Unkn,249,14,29.56,32.60,4.303,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,G09,FAM,Unkn,267,21,32.88,32.88,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,G10,FAM,Unkn,371,28,33.40,27.26,8.676,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
