,Well,Fluor,Type,Identifier,Replicate #,Threshold Cycle (Ct),Ct Mean,Ct Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev.,Set Point
,E04,FAM,Unkn,507,12,24.67,24.72,0.075,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,E05,FAM,Unkn,528,19,24.07,24.06,0.015,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,E06,FAM,Unkn,594,26,24.71,24.80,0.135,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,E07,FAM,Unkn,477,5,24.93,24.93,0.003,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,E08,FAM,Unkn,507,12,24.78,24.72,0.075,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,E09,FAM,Unkn,528,19,24.05,24.06,0.015,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,E10,FAM,Unkn,594,26,24.90,24.80,0.135,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,F02,FAM,Unkn,478,6,23.78,23.82,0.045,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,F04,FAM,Unkn,508,13,25.30,25.25,0.063,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,F05,FAM,Unkn,529,20,24.69,24.67,0.028,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,F06,FAM,Unkn,595,27,26.44,26.29,0.211,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,F07,FAM,Unkn,478,6,23.85,23.82,0.045,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,F08,FAM,Unkn,508,13,25.21,25.25,0.063,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,F09,FAM,Unkn,529,20,24.65,24.67,0.028,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,F10,FAM,Unkn,595,27,26.14,26.29,0.211,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,G02,FAM,Unkn,479,7,26.72,26.84,0.171,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,G04,FAM,Unkn,509,14,28.32,28.30,0.021,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,G05,FAM,Unkn,530,21,27.25,27.22,0.047,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,G06,FAM,Unkn,596,28,27.11,27.07,0.054,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,G07,FAM,Unkn,479,7,26.96,26.84,0.171,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,G08,FAM,Unkn,509,14,28.29,28.30,0.021,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,G09,FAM,Unkn,530,21,27.19,27.22,0.047,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,G10,FAM,Unkn,596,28,27.03,27.07,0.054,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
