,Well,Fluor,Type,Identifier,Replicate #,Threshold Cycle (Ct),Ct Mean,Ct Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev.,Set Point
,A02,FAM,Unkn,200,1,35.06,35.65,0.825,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,A03,FAM,Unkn,201,2,16.45,26.17,13.753,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,A04,FAM,Unkn,242,8,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,A05,FAM,Unkn,260,15,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,A06,FAM,Unkn,365,22,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,A07,FAM,Unkn,200,1,36.23,35.65,0.825,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,A08,FAM,Unkn,242,8,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,A09,FAM,Unkn,260,15,38.38,38.38,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,A10,FAM,Unkn,365,22,37.84,37.84,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,A11,FAM,NTC,NoRT,1,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,B02,FAM,Unkn,201,2,35.90,26.17,13.753,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,B04,FAM,Unkn,244,9,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,B05,FAM,Unkn,261,16,38.02,37.16,1.211,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,B06,FAM,Unkn,366,23,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,B08,FAM,Unkn,244,9,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,B09,FAM,Unkn,261,16,36.30,37.16,1.211,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,B10,FAM,Unkn,366,23,35.14,35.14,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,B11,FAM,NTC,NCT,2,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,C02,FAM,Unkn,202,3,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,C04,FAM,Unkn,245,10,37.72,37.72,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,C05,FAM,Unkn,262,17,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,C06,FAM,Unkn,367,24,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,C07,FAM,Unkn,202,3,38.44,38.44,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,C08,FAM,Unkn,245,10,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,C09,FAM,Unkn,262,17,38.02,38.02,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,C10,FAM,Unkn,367,24,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,D02,FAM,Unkn,203,4,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,D04,FAM,Unkn,246,11,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,D05,FAM,Unkn,264,18,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,D06,FAM,Unkn,368,25,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,D07,FAM,Unkn,203,4,35.37,35.37,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,D08,FAM,Unkn,246,11,38.00,38.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,D09,FAM,Unkn,264,18,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,D10,FAM,Unkn,368,25,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,E02,FAM,Unkn,204,5,33.20,34.08,1.244,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,E04,FAM,Unkn,247,12,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,E05,FAM,Unkn,265,19,36.09,36.30,0.303,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,E06,FAM,Unkn,369,26,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,E07,FAM,Unkn,204,5,34.96,34.08,1.244,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,E08,FAM,Unkn,247,12,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,E09,FAM,Unkn,265,19,36.52,36.30,0.303,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,E10,FAM,Unkn,369,26,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,F02,FAM,Unkn,205,6,34.80,36.08,1.810,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,F04,FAM,Unkn,248,13,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,F05,FAM,Unkn,266,20,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,F06,FAM,Unkn,370,27,36.99,37.00,0.025,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,F07,FAM,Unkn,205,6,37.36,36.08,1.810,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,F08,FAM,Unkn,248,13,35.08,35.08,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,F09,FAM,Unkn,266,20,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,F10,FAM,Unkn,370,27,37.02,37.00,0.025,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,G02,FAM,Unkn,206,7,37.13,37.13,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,G04,FAM,Unkn,249,14,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,G05,FAM,Unkn,267,21,35.80,37.06,1.787,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,G06,FAM,Unkn,371,28,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,G07,FAM,Unkn,206,7,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,G08,FAM,Unkn,249,14,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,G09,FAM,Unkn,267,21,38.33,37.06,1.787,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
,G10,FAM,Unkn,371,28,N/A,00.00,N/A,0.000E+00,#NUM!,0.00E+00,0.00E+00,N/A
