population	individual	sex	body.part	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57	PC58	PC59	PC60	PC61	PC62	PC63	PC64	PC65	PC66	PC67	PC68	PC69	PC70	Locality	Drainage	H2S	Species	Informal_Name	Fieldsite.ID
Ban	Ban-01	Male	belly	-6.974700563564203	-1.3618082679888524	1.3695783146890743	-0.986166630508966	1.9825658602121539	-6.946799908686079	0.5176211418011445	0.41180584409929305	-0.09940215891727897	-0.09107723512809934	0.1621873030727895	-0.03081913173068916	-0.05454050478626596	-0.01984702175139791	0.04253492310116129	-0.010037685653261283	0.03306656080606028	0.004524551311657188	0.05843587384751538	-0.0017137194412384926	0.014835397279904544	0.03925024863424584	0.02630110273068228	0.028396137501995763	-0.020184001861269757	0.04790840182186021	0.004055557077721539	0.0046654562690355145	-0.0027727831816989415	-0.01048313790398845	0.0210192019115652	-0.01690601098960208	0.010693970713420292	-0.0056547355289953	-0.009546620949632875	-0.012245768928725604	-0.0013276792884457057	-0.012177578172178932	-8.260445260363028e-4	0.029713664551352152	0.004131053535837925	0.00414961795247111	-0.003914211469573027	0.0015619198116218341	-0.0015582222045939162	-0.004597517664963159	0.0034330680320914415	0.004511678713612512	-0.009279926408433135	-0.004492477235303612	-0.007644682143836154	0.0016010695675965046	0.0029539598706898873	-5.31203123962128e-4	-7.68892391014366e-4	0.00515014341075036	0.009704735304714253	0.005206576763713632	0.003919545400209652	1.6589945386442668e-4	-0.004143774081116245	0.004658093375725323	-0.0014346805087025807	8.557005374139805e-4	0.0022098698576866194	-0.00391851894518435	-5.462768236797824e-4	-0.001737923466672666	8.97364798405494e-4	-3.3251800254488137e-4	Baños del Azufre	Pichucalco	1	Poecilia mexicana	Banos	NA
Ban	Ban-02	Male	belly	-6.422379412170172	0.5177279853673786	-0.5118449444139087	-0.03699179183499636	0.29918261478452274	0.0981619534256375	0.14105000924164085	0.23446918461821506	0.020923255297763683	-0.11791230040412659	0.034545424811101164	0.07153908862408984	-0.12077232207543508	0.03262427835506865	0.11601758921787408	0.016861782141976853	0.07326651609592949	0.0015763635848755064	0.0031272777489331806	-0.0431097099255654	-0.034513119729000355	-0.036197840152003204	-0.0388979935642261	0.009697409877551999	0.0580708159849125	-0.02042948459671875	0.045784839869221855	-0.005919084223584711	0.0235573382928589	-0.03486747895325872	-0.021521800900599547	5.659514633407706e-4	-0.01164997570620975	-0.03672501622250307	-0.015173488253838754	-0.004401895369824965	-0.004475311944673887	-0.01412176310472367	-0.0013432286157286713	-0.013214027620336494	0.035423070247952965	-0.020072098478054023	0.004180781177800935	-0.02876940812388536	-0.05137349671278457	-0.01142633655033217	0.0013454154783693116	0.013429583370339782	0.0134217095543738	-0.0098405349085414	-0.007954051943593264	0.020872126523403978	-0.017221020644734665	-0.012251310775652445	0.016245289381111083	-0.004469910933115981	-0.00316044640293966	0.011787288490186308	-0.0070681731213807645	0.014697915500603571	-0.009303968565791326	-0.002182787272556482	-3.941037801735367e-4	-0.002534900093500667	0.002124487645044127	-0.012800965577946006	0.0030014505687991494	-0.011000925665644937	0.011818630753357297	-0.01339484701192551	Baños del Azufre	Pichucalco	1	Poecilia mexicana	Banos	NA
Ban	Ban-03	Female	belly	-4.712803959837632	-0.4558858898648541	-1.1110236988287407	-1.0235083332561699	-0.511117345603871	-0.03271504135072399	0.05984146396577558	-0.27819357390147176	-0.10863651897450949	-0.0720237759715834	-0.09693687730922623	0.012678213144281483	0.012709174785142725	0.12346459384566952	0.11193939674706475	-0.007323256367556527	0.07801276678493539	0.024191167502882943	-0.058729939491619976	-0.10128044892306026	0.008380526147318643	0.04549324834084047	-0.0909681036591075	0.1547123649660838	0.06403738475854587	0.01242141098690416	-0.027338196807997872	-0.07183949082048022	-0.04283158333662764	-0.03369310983276358	-0.019456884320274787	-0.013596666366558357	0.07958109765458338	-0.08073042432409325	-0.09780255383101134	5.970861648806162e-4	-0.05891593886338951	-0.020210699816177333	-0.017247461246469368	-0.004413563099089864	-0.005784890987617367	-0.001985044001337241	-0.00577313031453023	-0.0017100785682922642	0.011916689681245263	-0.015229867433017165	0.02073203611354386	-0.00783081759976907	0.043512797952525294	-0.02975071622273466	-0.057477318989628656	0.027163018815245802	0.011105649776694412	-0.016191915807253758	-0.020188766661803872	-0.02688897211769957	-0.0019594095736465973	0.005611156696715561	0.00520211020045881	-0.009716686403684432	0.005387933365140733	-0.004473073912014974	-0.004757061726203042	-0.007235996032945462	-0.002388574706160825	0.002188946827812288	0.021215324377873594	-0.009882835179341623	0.006281667492694679	-0.004117931987001545	Baños del Azufre	Pichucalco	1	Poecilia mexicana	Banos	NA
Ban	Ban-04	Male	belly	-3.313052100640368	-4.558664596465973	0.5861418425851846	0.456243206899051	0.39952903656868444	0.06292625652468103	0.03949789058965891	0.24681487290923096	0.30071476185411833	-0.10574258055472725	0.12292007474616708	0.07060464664836164	-0.1048421604658595	0.03859182570544499	0.2213026434174856	0.15442528082051468	-0.14571950244747917	0.06691894766800259	0.07969977621422376	-0.07444368445185208	-0.05169700910793518	0.016661312360417097	-0.045011002800310985	0.03448263499742178	0.05927425052305561	-0.015516575693141523	0.029625902879381022	0.020789179419222807	0.043397915683219684	0.0672875656111024	0.012589050306991041	4.4182033211613916e-4	0.06102949174250087	-0.03619052911672377	0.0015271535720517305	0.010172681812645525	-0.04310223466518815	-0.01866215726496742	-0.051384272576532976	0.019503424954769085	-0.03235630956470702	0.013440047468775574	0.0296341120963446	0.03615596904990678	-0.01242565546552371	-0.023701257079928255	-0.028775426621009483	0.04460815078831889	-0.017414233082763426	-0.010831137255002496	-0.0015189287858939015	0.006379729054370611	-0.0013351775483894553	0.02219812239785548	0.021510340224387744	0.008962127322448811	-0.004365750707079888	-0.0011295568497091991	-0.012401823851999012	-0.031677651136540336	-0.0058022976361652235	-0.015648650143426666	-0.027841437897538925	-0.012753868317353215	-0.00982706658004928	0.0010530485811072665	-0.011604201533651177	0.016840695397076392	0.006358424006391781	-0.0027815379280628563	Baños del Azufre	Pichucalco	1	Poecilia mexicana	Banos	NA
Ban	Ban-05	Male	belly	-8.326419612111758	-0.42611673600275224	0.014788253799273954	0.546555265672133	0.1125898400395961	0.053458075422558406	0.17969161988787768	0.12419483237052413	0.06767056581447811	-0.12128095991372492	0.07661892987264614	0.046941148998753124	-0.08824691711185673	-0.036872718507960034	0.04178008153062643	0.03609729313939286	0.03919795037890553	-0.008375816174013118	-0.012412790802701003	-0.02766441342941131	0.00866507198709797	0.02192699439480704	-0.0031171022768414908	-0.0068550291685966665	0.02365336224770692	0.0052121989462152185	0.002120507525878307	-0.01023555490206382	0.03251995424436194	-0.00968711439456739	-0.0069926151220693344	0.03594376385780593	-0.00569798436344382	-0.04350425916830164	-0.01538853331839072	0.04671660721238331	0.04045294545117953	0.017816004520205597	-0.009494612079262582	-0.02686996920893283	0.008343972763224128	-0.012199951026802304	-0.01562256737573535	0.009958583503063032	0.008312468318685581	0.02182050150903211	0.002985596956570387	0.009460529933578007	-8.860054971135123e-4	0.010206465459824864	0.021839293452873193	0.0013776011895613727	-0.0021782170571350394	-0.005799711854751221	0.020388389497860093	0.011515955887227841	0.004241332485378558	0.009351009243632389	0.0017446350733830067	-0.014112102121455278	-0.0185903838809335	-0.010455447369639947	0.002206885394672689	0.004273705229460276	0.007085529488966163	0.012907278436893283	0.00777598865890902	4.34801876942348e-4	-0.00614290134052046	-9.204682693614435e-4	Baños del Azufre	Pichucalco	1	Poecilia mexicana	Banos	NA
Ban	Ban-06	Male	belly	-8.91604637982837	3.9617885730927997	1.1730900488573273	1.1155916289811418	2.170416399495232	-0.06431025251947754	-0.18789147074797263	-0.7622217900691888	-0.06920905227923417	0.15727857483965713	-0.10690018543163068	-0.19414748756929112	0.2294254362147954	-0.01489214886709661	-0.01820686081802378	0.08596025457668284	0.0190554991284016	0.0841867361885249	-0.015271775918247538	-0.1047467667275413	-0.04773200191531615	0.029821752366937675	-0.049144698122636304	0.07129254311378774	-0.035151101441203064	-0.03862413312911995	0.09929434077483268	-0.034819127542869754	-0.01677510558761376	0.045027234361557464	-0.017060082086539446	0.024604519940661297	-0.023457618613243927	0.014633837670418842	-0.06247502112139005	0.02195133022929422	0.008056296287202804	-0.030883356409798807	-0.04973987669126447	-0.017005087040895983	-0.031070891197103212	0.013891777089898694	-0.023849919515068874	0.01402214180619019	-0.025418595696603347	0.04608791373711597	6.336821626139312e-4	-0.0163488709762368	-0.01279644904996656	-0.0017981726654775765	-0.003393734657242224	0.010863635751951636	-0.019878561376306204	0.005775644157594795	0.003559383289840696	-0.009270788763101459	-0.00591242595037224	0.00149919415390189	-0.006483950719099818	-0.007810273804188351	0.0016221550581776017	0.003319979885240028	0.009261801787465038	0.009105698424822626	0.0022686264552422356	8.165688359757922e-4	0.005688701151870614	-0.002436179863759441	-0.0038456275150728914	-0.010401097383991968	Baños del Azufre	Pichucalco	1	Poecilia mexicana	Banos	NA
Ban	Ban-07	Female	belly	8.085995359055907	-12.62857022954222	-1.22570339225663	0.4799710907348623	-0.32896520299123466	-0.06062540797271069	-0.4097459234284243	0.18770653092245326	-0.02294954550963521	-0.1566518234671319	-0.007386424828293418	-0.047641724044112654	0.06523178618378357	0.21374384341926833	-0.005955996791328327	0.06509326332526805	-0.04592828014101674	-0.09251208826443313	0.11842722478061045	-0.023285631840198995	0.04619465161160208	0.09179622976912936	-0.01883723647524721	0.08725931723626751	0.08333828960433443	0.007755601925007044	-0.0808630785851997	-6.35335971932216e-4	0.057579602733349194	-0.019590210648053136	0.0021636127330489363	8.534636930252054e-4	0.01610864827381961	-0.009090727150146305	-0.02846314041311654	0.051794283827937736	-0.009263819886821394	0.06575032462351638	-0.04556405959135132	-0.0197157845041242	-0.006773211285241346	0.0019928872023929622	0.03477769399786873	-0.008695752652549654	0.025028035592297132	-0.013530383235857618	-0.01268295543114274	-0.006484735926006454	-0.0024439244606299926	0.019266963886716143	-0.028910833725576467	-0.02018912840477377	-0.0049714769850866675	-0.017717452640431924	-0.019859069885792537	-0.00827129815254482	-0.013060669611529165	-0.001962754131548783	0.0022588247332012484	-0.0077790169615976935	-0.008787197737625672	-0.003527222661839611	0.005335632069607937	-0.0161208980100676	-0.004425691101266276	0.01778337039868893	0.004291985815352388	0.007182340146650091	0.0018436929576804637	-0.007581895877045233	Baños del Azufre	Pichucalco	1	Poecilia mexicana	Banos	NA
Ban	Ban-08	Female	belly	-3.826615777314011	-6.434779657828961	-0.11160287641268124	-0.22813472369843138	0.5477212063852381	0.09327238681079317	-0.37456292857794815	0.14774364874377222	0.07442591621693719	-0.09818975215215062	-0.07794925159740279	0.06148945138766289	-0.10009284420363516	0.05381939758490391	0.06858250485382716	-0.03644118199668349	0.01675417795308791	-0.0016731042435608467	-0.04342440890377698	-0.0820479709918593	-0.03190206193955076	-0.009172559663822072	0.006762102539035204	-0.005919433342550784	0.04761023510747388	0.022559999198519837	-0.014417187484945415	0.003938519050851512	-0.018609356945887962	-0.017147974533674008	0.018814307252595974	0.03757596512624702	-0.005034914815970404	-0.03307221357500731	-0.050362951478489654	-0.007608392156558021	0.019878192551122276	0.025182269888753325	-0.002237004687686261	-0.010545136297509767	-0.03894922698120566	-0.042082819112126545	0.003733173047240572	0.02334161443725831	-0.0012429079274285382	0.016623209591294763	-0.014910625708353567	0.007661469788140555	-0.037303878150851906	0.04000051579510615	-0.001526821715772943	0.0037584556139798435	0.030004236904954688	5.888893979018057e-5	-0.006677594313015964	0.009756130838327506	-0.017728596395857027	-0.0020861773789028672	0.01874108715835586	0.016616237691984854	0.010232745227161713	0.008638302017047319	-0.012734144933868055	-8.201032120867466e-5	-0.009612132741374084	-0.011073334963962596	-0.0014589237653437857	0.0036746169304125893	-0.00269687686443489	0.012489325945495955	Baños del Azufre	Pichucalco	1	Poecilia mexicana	Banos	NA
Ban	Ban-09	Male	belly	-7.074343196338255	0.10907972841830993	0.36853732792174637	0.34279041738601296	0.5077834431064132	0.177825257686363	0.2652579736171645	0.2761681892570065	0.09167975673580497	-0.06593588880422786	0.0014750687905868748	0.0799897717356677	-0.07623606718763104	0.004241828294402283	0.11861660050283362	0.03213349723364588	-0.013305487984936137	-0.03652494697612815	0.052180270275185944	-0.023941415812263306	-0.04436004292940536	0.038331085509572704	0.016957080257424775	-0.017355064117771612	0.027145107107167624	-0.011756210005756607	0.03273811250860845	-0.049203704872132686	0.04206062487723681	-0.0060617613047034835	-0.008658854044247502	-0.0010728302619574526	-0.04008578817947608	-0.0083058648388242	-0.021866148065318707	-0.03429919441032078	0.03038291954599104	-0.026869137044494965	0.006139707981194221	-0.06479176531721798	-0.014294096353900637	0.03288523077420404	0.017544630395721558	0.04869247084651866	-0.028110965508735306	0.028189522062347462	0.010693907919323889	-0.0026099303834579285	-0.008762627426799695	-0.0185341190134161	0.0224033676667063	-0.002852613539007596	-0.01240727784147591	-0.009710351691898763	-0.005402002157308176	0.02159788999183237	0.0017419797473084827	-0.009880347744312847	-5.681641767409245e-4	-0.0017650961490471642	-0.004387041026096706	0.006987920087279938	0.0014592459692310683	-8.158082352173728e-4	0.002768388860308956	0.0031698234354533925	0.007649882505526499	-0.0016657768309735277	0.011188161745804233	-0.0028381446472603954	Baños del Azufre	Pichucalco	1	Poecilia mexicana	Banos	NA
Ban	Ban-10	Male	belly	-3.3777455091294484	-1.2704627626103906	0.66536260207859	-0.30928350607124283	0.07424265040018949	0.06904605724930835	0.15172303929719894	0.116258001082341	0.048103693027003604	-0.1758678545308267	0.028505429756751716	0.07712768811401419	-0.15052485448270217	0.10358927328235812	0.16103997939230094	-0.0029212299575432695	0.005277812336821643	0.032832355141244336	0.1246676575618265	-0.059683811939759954	-0.05385667511839738	0.021474623400559188	-0.11201416611070533	-0.007523884610897163	0.005262055533510361	0.011610937189043805	0.02445610043692347	-0.0395409787989672	-0.028874404885902975	-0.02980472663007239	-0.05006452482568752	0.008194012570084251	0.006557224226317371	0.09053907280566523	-0.03672018963288809	0.014384321940673272	-0.030648102747205395	-0.0495600882967169	-0.010377998237270713	0.04051151401477475	0.028177733531829816	0.007991695988626537	0.047039314578204726	0.020431442165060144	-0.0025271278542569773	0.022548332141582167	0.00911090472034588	-0.026322593444434897	-0.02326593246622397	0.03420610466418426	0.009761986432640136	-0.01048185742318853	-0.013982452521801789	0.009001638309507651	0.011291866939381683	0.008513829243928517	0.007993089254597416	0.006344690718703267	-0.0034535898760934447	0.023577415352329496	0.014149730883756565	-0.01166570077335188	0.006737124187555449	0.00972722835812431	-0.00717987751755439	3.3328438889120807e-4	0.005274859023977973	0.0114509006083274	-1.3071400572070894e-4	0.008803242875130396	Baños del Azufre	Pichucalco	1	Poecilia mexicana	Banos	NA
