Fieldsite.ID	Drainage	lambda	H2S	median_sensitivity
MT14-13	Ixtapangajoya	368	1	0.07223629694868816
MT14-13	Ixtapangajoya	369	1	0.0714351035680107
MT14-13	Ixtapangajoya	370	1	0.07060826454319077
MT14-13	Ixtapangajoya	371	1	0.06975899656357258
MT14-13	Ixtapangajoya	372	1	0.06889087306268392
MT14-13	Ixtapangajoya	373	1	0.06800784457908872
MT14-13	Ixtapangajoya	374	1	0.06711425415638898
MT14-13	Ixtapangajoya	375	1	0.06621484539032459
MT14-13	Ixtapangajoya	376	1	0.06531476052245935
MT14-13	Ixtapangajoya	377	1	0.06441952596029585
MT14-13	Ixtapangajoya	378	1	0.06353502283995581
MT14-13	Ixtapangajoya	379	1	0.06266744079227905
MT14-13	Ixtapangajoya	380	1	0.06182321394908933
MT14-13	Ixtapangajoya	381	1	0.06100893941186472
MT14-13	Ixtapangajoya	382	1	0.06023127982409386
MT14-13	Ixtapangajoya	383	1	0.05949685320922038
MT14-13	Ixtapangajoya	384	1	0.05881211468089893
MT14-13	Ixtapangajoya	385	1	0.05818323580196585
MT14-13	Ixtapangajoya	386	1	0.057615988075206216
MT14-13	Ixtapangajoya	387	1	0.057115637153530865
MT14-13	Ixtapangajoya	388	1	0.05668685380094868
MT14-13	Ixtapangajoya	389	1	0.05633364645848493
MT14-13	Ixtapangajoya	390	1	0.05605931860678037
MT14-13	Ixtapangajoya	391	1	0.05586645217866516
MT14-13	Ixtapangajoya	392	1	0.055756916304711884
MT14-13	Ixtapangajoya	393	1	0.055731898907731475
MT14-13	Ixtapangajoya	394	1	0.05579195728495197
MT14-13	Ixtapangajoya	395	1	0.05593708294124345
MT14-13	Ixtapangajoya	396	1	0.056166775592417506
MT14-13	Ixtapangajoya	397	1	0.056480121399015225
MT14-13	Ixtapangajoya	398	1	0.056875871018829446
MT14-13	Ixtapangajoya	399	1	0.05735251385312748
MT14-13	Ixtapangajoya	400	1	0.05790834577610378
MT14-13	Ixtapangajoya	401	1	0.05854152856414983
MT14-13	Ixtapangajoya	402	1	0.05921620602052409
MT14-13	Ixtapangajoya	403	1	0.05987427859244305
MT14-13	Ixtapangajoya	404	1	0.060612611507664824
MT14-13	Ixtapangajoya	405	1	0.06142820635390878
MT14-13	Ixtapangajoya	406	1	0.062318159657810186
MT14-13	Ixtapangajoya	407	1	0.06327967782335002
MT14-13	Ixtapangajoya	408	1	0.06431008412206203
MT14-13	Ixtapangajoya	409	1	0.06540681938329349
MT14-13	Ixtapangajoya	410	1	0.06656743788811557
MT14-13	Ixtapangajoya	411	1	0.06778959978643258
MT14-13	Ixtapangajoya	412	1	0.06907106115728516
MT14-13	Ixtapangajoya	413	1	0.07040966263438997
MT14-13	Ixtapangajoya	414	1	0.07180331733380316
MT14-13	Ixtapangajoya	415	1	0.07324999865480959
MT14-13	Ixtapangajoya	416	1	0.07474772838171402
MT14-13	Ixtapangajoya	417	1	0.07629456539369472
MT14-13	Ixtapangajoya	418	1	0.0778885951912031
MT14-13	Ixtapangajoya	419	1	0.0795279203684867
MT14-13	Ixtapangajoya	420	1	0.08121065210023272
MT14-13	Ixtapangajoya	421	1	0.08293490266340295
MT14-13	Ixtapangajoya	422	1	0.08469877898058673
MT14-13	Ixtapangajoya	423	1	0.08650037714627082
MT14-13	Ixtapangajoya	424	1	0.08833777788034412
MT14-13	Ixtapangajoya	425	1	0.0902090428421501
MT14-13	Ixtapangajoya	426	1	0.09211221173206774
MT14-13	Ixtapangajoya	427	1	0.09404530010475282
MT14-13	Ixtapangajoya	428	1	0.09600629781789552
MT14-13	Ixtapangajoya	429	1	0.0979931680418963
MT14-13	Ixtapangajoya	430	1	0.10000384675867725
MT14-13	Ixtapangajoya	431	1	0.10203624268150638
MT14-13	Ixtapangajoya	432	1	0.10408823753187378
MT14-13	Ixtapangajoya	433	1	0.10615768661392515
MT14-13	Ixtapangajoya	434	1	0.10824241963152624
MT14-13	Ixtapangajoya	435	1	0.11034024169760977
MT14-13	Ixtapangajoya	436	1	0.11244893448996385
MT14-13	Ixtapangajoya	437	1	0.1145662575119969
MT14-13	Ixtapangajoya	438	1	0.11668994942126557
MT14-13	Ixtapangajoya	439	1	0.11881772939263296
MT14-13	Ixtapangajoya	440	1	0.12094729848687653
MT14-13	Ixtapangajoya	441	1	0.12307634099938414
MT14-13	Ixtapangajoya	442	1	0.1252025257672813
MT14-13	Ixtapangajoya	443	1	0.12732350741697324
MT14-13	Ixtapangajoya	444	1	0.12943692753766653
MT14-13	Ixtapangajoya	445	1	0.13154041577000722
