Fieldsite.ID	Drainage	lambda	H2S	median_sensitivity
MT14-11	Pichucalco	488	0	0.26750493445549356
MT14-11	Pichucalco	489	0	0.26876717419370755
MT14-11	Pichucalco	490	0	0.2699959221765855
MT14-11	Pichucalco	491	0	0.271183725635704
MT14-11	Pichucalco	492	0	0.27232370131686395
MT14-11	Pichucalco	493	0	0.27340950623410554
MT14-11	Pichucalco	494	0	0.2744353074264556
MT14-11	Pichucalco	495	0	0.2753957512291244
MT14-11	Pichucalco	496	0	0.2762859324833463
MT14-11	Pichucalco	497	0	0.2771013640350707
MT14-11	Pichucalco	498	0	0.2778379468115261
MT14-11	Pichucalco	499	0	0.27849194071510747
MT14-11	Pichucalco	500	0	0.27905993653465844
MT14-11	Pichucalco	501	0	0.27953882904341537
MT14-11	Pichucalco	502	0	0.279925791429033
MT14-11	Pichucalco	503	0	0.2806650618162303
MT14-11	Pichucalco	504	0	0.2814486512382043
MT14-11	Pichucalco	505	0	0.28213278980182327
MT14-11	Pichucalco	506	0	0.2827143753055796
MT14-11	Pichucalco	507	0	0.2831904778504945
MT14-11	Pichucalco	508	0	0.28355832889824106
MT14-11	Pichucalco	509	0	0.2838153123725038
MT14-11	Pichucalco	510	0	0.2839589577978632
MT14-11	Pichucalco	511	0	0.28398693545875825
MT14-11	Pichucalco	512	0	0.2838970535483627
MT14-11	Pichucalco	513	0	0.28368725726333877
MT14-11	Pichucalco	514	0	0.283355629785363
MT14-11	Pichucalco	515	0	0.28290039507404796
MT14-11	Pichucalco	516	0	0.2823199223785758
MT14-11	Pichucalco	517	0	0.281612732357103
MT14-11	Pichucalco	518	0	0.28077750467420226
MT14-11	Pichucalco	519	0	0.2798130869273888
MT14-11	Pichucalco	520	0	0.27871850473471455
MT14-11	Pichucalco	521	0	0.27749297279670526
MT14-11	Pichucalco	522	0	0.27613590672821237
MT14-11	Pichucalco	523	0	0.2746469354393436
MT14-11	Pichucalco	524	0	0.2730259138301394
MT14-11	Pichucalco	525	0	0.2712729355514886
MT14-11	Pichucalco	526	0	0.2693883455754509
MT14-11	Pichucalco	527	0	0.2673727523120967
MT14-11	Pichucalco	528	0	0.26522703900763983
MT14-11	Pichucalco	529	0	0.2629523741603712
MT14-11	Pichucalco	530	0	0.2605502206970096
MT14-11	Pichucalco	531	0	0.2580223436628005
MT14-11	Pichucalco	532	0	0.25537081619411806
MT14-11	Pichucalco	533	0	0.2525980235624865
MT14-11	Pichucalco	534	0	0.2497066651037231
MT14-11	Pichucalco	535	0	0.24669975387507107
MT14-11	Pichucalco	536	0	0.24358061391635674
MT14-11	Pichucalco	537	0	0.24035287502786873
MT14-11	Pichucalco	538	0	0.23702046501716367
MT14-11	Pichucalco	539	0	0.23358759940857537
MT14-11	Pichucalco	540	0	0.23005876865198735
MT14-11	Pichucalco	541	0	0.22643872291044992
MT14-11	Pichucalco	542	0	0.22273245454846627
MT14-11	Pichucalco	543	0	0.2189451784832189
MT14-11	Pichucalco	544	0	0.2150823105986167
MT14-11	Pichucalco	545	0	0.2111494444558681
MT14-11	Pichucalco	546	0	0.20715232656341825
MT14-11	Pichucalco	547	0	0.20309683049282654
MT14-11	Pichucalco	548	0	0.19892995547632067
MT14-11	Pichucalco	549	0	0.1946838447019636
MT14-11	Pichucalco	550	0	0.19040259575946858
MT14-11	Pichucalco	551	0	0.18609229043054232
MT14-11	Pichucalco	552	0	0.18175898716657055
MT14-11	Pichucalco	553	0	0.17740869518007074
MT14-11	Pichucalco	554	0	0.1730473496564202
MT14-11	Pichucalco	555	0	0.16868078833193378
MT14-11	Pichucalco	556	0	0.16431472965277247
MT14-11	Pichucalco	557	0	0.15995475269477372
MT14-11	Pichucalco	558	0	0.1556062789881659
MT14-11	Pichucalco	559	0	0.15127455635421513
MT14-11	Pichucalco	560	0	0.1469646448240605
MT14-11	Pichucalco	561	0	0.14268140467419868
MT14-11	Pichucalco	562	0	0.13842948657890422
MT14-11	Pichucalco	563	0	0.13421332384803045
MT14-11	Pichucalco	564	0	0.13003712668944664
MT14-11	Pichucalco	565	0	0.12590487840928768
MT14-11	Pichucalco	566	0	0.12182033344035394
MT14-11	Pichucalco	567	0	0.11778701706956586
MT14-11	Pichucalco	568	0	0.11380822671933877
MT14-11	Pichucalco	569	0	0.10988703462509287
MT14-11	Pichucalco	570	0	0.10602629174173928
MT14-11	Pichucalco	571	0	0.10222863270573765
MT14-11	Pichucalco	572	0	0.09849648167611831
MT14-11	Pichucalco	573	0	0.09483205887745189
MT14-11	Pichucalco	574	0	0.09123738767007102
MT14-11	Pichucalco	575	0	0.08771430197764911
MT14-11	Pichucalco	576	0	0.08426445390945347
MT14-11	Pichucalco	577	0	0.08088932142398764
MT14-11	Pichucalco	578	0	0.07759021589224256
MT14-11	Pichucalco	579	0	0.07436828943217041
MT14-11	Pichucalco	580	0	0.07122454190117264
MT14-11	Pichucalco	581	0	0.06815982745010532
MT14-11	Pichucalco	582	0	0.06517486056041612
MT14-11	Pichucalco	583	0	0.06227022150519943
MT14-11	Pichucalco	584	0	0.05944636119498691
MT14-11	Pichucalco	585	0	0.056703605389599517
MT14-11	Pichucalco	586	0	0.054042158277999686
MT14-11	Pichucalco	587	0	0.05146210544841103
MT14-11	Pichucalco	588	0	0.04896341629052418
MT14-11	Pichucalco	589	0	0.04654594588993749
MT14-11	Pichucalco	590	0	0.044209436491560755
MT14-11	Pichucalco	591	0	0.041953518623093995
MT14-11	Pichucalco	592	0	0.03977771198138585
MT14-11	Pichucalco	593	0	0.03768142619309407
MT14-11	Pichucalco	594	0	0.035663961566271274
MT14-11	Pichucalco	595	0	0.03372450995103978
MT14-11	Pichucalco	596	0	0.031862155825284864
MT14-11	Pichucalco	597	0	0.030075877715284468
MT14-11	Pichucalco	598	0	0.02836455005156453
MT14-11	Pichucalco	599	0	0.02672694554729138
MT14-11	Pichucalco	600	0	0.02516173817063981
MT14-11	Pichucalco	601	0	0.023667506764317812
MT14-11	Pichucalco	602	0	0.022242739345467902
MT14-11	Pichucalco	603	0	0.0208858380981904
MT14-11	Pichucalco	604	0	0.01959512504971993
MT14-11	Pichucalco	605	0	0.018368848400588
MT14-11	Pichucalco	606	0	0.0172051894596426
MT14-11	Pichucalco	607	0	0.016102270117240285
MT14-11	Pichucalco	608	0	0.01505816077483167
MT14-11	Pichucalco	609	0	0.014070888636972192
MT14-11	Pichucalco	610	0	0.013138446262810433
MT14-11	Pichucalco	611	0	0.01225880026849389
MT14-11	Pichucalco	612	0	0.011429900069705944
MT14-11	Pichucalco	613	0	0.010649686554579253
MT14-11	Pichucalco	614	0	0.009916100581283714
MT14-11	Pichucalco	615	0	0.00922709120131681
MT14-11	Pichucalco	616	0	0.008580623518509242
MT14-11	Pichucalco	617	0	0.007974686104531175
MT14-11	Pichucalco	618	0	0.007407297903754772
MT14-11	Pichucalco	619	0	0.006876514573193291
MT14-11	Pichucalco	620	0	0.00638043421643524
MT14-11	Pichucalco	621	0	0.005917202483584473
MT14-11	Pichucalco	622	0	0.0054850170218261945
MT14-11	Pichucalco	623	0	0.005082131273049373
MT14-11	Pichucalco	624	0	0.004706857625716813
MT14-11	Pichucalco	625	0	0.004357569937704433
MT14-11	Pichucalco	626	0	0.0040327054550156165
MT14-11	Pichucalco	627	0	0.0037307661580578797
MT14-11	Pichucalco	628	0	0.0034503195725484534
MT14-11	Pichucalco	629	0	0.003189999086132596
MT14-11	Pichucalco	630	0	0.0029485038145379444
MT14-11	Pichucalco	631	0	0.0027245980626501506
MT14-11	Pichucalco	632	0	0.00251711042641385
MT14-11	Pichucalco	633	0	0.0023249325810676454
MT14-11	Pichucalco	634	0	0.0021470178000606117
MT14-11	Pichucalco	635	0	0.0019823792472058663
MT14-11	Pichucalco	636	0	0.001830088082343551
MT14-11	Pichucalco	637	0	0.0016892714181321504
MT14-11	Pichucalco	638	0	0.0015591101626813472
MT14-11	Pichucalco	639	0	0.0014388367796798927
MT14-11	Pichucalco	640	0	0.0013277329945475022
MT14-11	Pichucalco	641	0	0.0012251274720228606
MT14-11	Pichucalco	642	0	0.0011303934875519922
MT14-11	Pichucalco	643	0	0.001042946611909386
MT14-11	Pichucalco	644	0	9.622424257057048e-4
MT14-11	Pichucalco	645	0	8.877742778363822e-4
MT14-11	Pichucalco	646	0	8.190710995223047e-4
MT14-11	Pichucalco	647	0	7.556952833977475e-4
MT14-11	Pichucalco	648	0	6.972406351136881e-4
MT14-11	Pichucalco	649	0	6.433304031467414e-4
MT14-11	Pichucalco	650	0	5.936153909280755e-4
MT14-11	Pichucalco	651	0	5.47772154024634e-4
MT14-11	Pichucalco	652	0	5.055012839058171e-4
MT14-11	Pichucalco	653	0	4.665257787994409e-4
MT14-11	Pichucalco	654	0	4.3058950126822245e-4
MT14-11	Pichucalco	655	0	3.974557214080801e-4
MT14-11	Pichucalco	656	0	3.6690574396838305e-4
MT14-11	Pichucalco	657	0	3.387376172079911e-4
MT14-11	Pichucalco	658	0	3.127649209170079e-4
MT14-11	Pichucalco	659	0	2.8881563073937733e-4
MT14-11	Pichucalco	660	0	2.667310557150058e-4
MT14-11	Pichucalco	661	0	2.4636484581068766e-4
MT14-11	Pichucalco	662	0	2.2758206611729628e-4
MT14-11	Pichucalco	663	0	2.1025833434752125e-4
MT14-11	Pichucalco	664	0	1.9427901826595226e-4
MT14-11	Pichucalco	665	0	1.7953848971445185e-4
MT14-11	Pichucalco	666	0	1.659394319542883e-4
MT14-11	Pichucalco	667	0	1.533921971270019e-4
MT14-11	Pichucalco	668	0	1.418142107335989e-4
MT14-11	Pichucalco	669	0	1.3112942014243528e-4
MT14-11	Pichucalco	670	0	1.2126778425641442e-4
MT14-11	Pichucalco	671	0	1.1216480159706202e-4
MT14-11	Pichucalco	672	0	1.0376107419398513e-4
MT14-11	Pichucalco	673	0	9.600190480122288e-5
MT14-11	Pichucalco	674	0	8.883692509520194e-5
MT14-11	Pichucalco	675	0	8.221975264110505e-5
MT14-11	Pichucalco	676	0	7.610767454423997e-5
MT14-11	Pichucalco	677	0	7.046135582959936e-5
MT14-11	Pichucalco	678	0	6.524457071550029e-5
MT14-11	Pichucalco	679	0	6.042395506547159e-5
MT14-11	Pichucalco	680	0	5.596877841602158e-5
MT14-11	Pichucalco	681	0	5.185073408631405e-5
MT14-11	Pichucalco	682	0	4.804374597893001e-5
MT14-11	Pichucalco	683	0	4.452379077871892e-5
MT14-11	Pichucalco	684	0	4.126873434924989e-5
MT14-11	Pichucalco	685	0	3.825818121358235e-5
MT14-11	Pichucalco	686	0	3.5473336088086375e-5
MT14-11	Pichucalco	687	0	3.2896876515005195e-5
MT14-11	Pichucalco	688	0	3.051283571146904e-5
MT14-11	Pichucalco	689	0	2.8306494819979004e-5
MT14-11	Pichucalco	690	0	2.6264283808134432e-5
MT14-11	Pichucalco	691	0	2.437369032378288e-5
MT14-11	Pichucalco	692	0	2.262317586608422e-5
MT14-11	Pichucalco	693	0	2.1002098683345454e-5
MT14-11	Pichucalco	694	0	1.95006428551887e-5
MT14-11	Pichucalco	695	0	1.8109753059826203e-5
MT14-11	Pichucalco	696	0	1.6821074567177882e-5
MT14-11	Pichucalco	697	0	1.5626898035460427e-5
MT14-11	Pichucalco	698	0	1.4520108722936476e-5
MT14-11	Pichucalco	699	0	1.349413975789219e-5
MT14-11	Pichucalco	700	0	1.2542929138833102e-5
MT14-13	Ixtapangajoya	350	1	0.44408252491002254
MT14-13	Ixtapangajoya	351	1	0.44734515617630183
MT14-13	Ixtapangajoya	352	1	0.45057891285622964
MT14-13	Ixtapangajoya	353	1	0.45377936204550584
MT14-13	Ixtapangajoya	354	1	0.45694163151412853
MT14-13	Ixtapangajoya	355	1	0.46006044341398783
MT14-13	Ixtapangajoya	356	1	0.4620996387678849
MT14-13	Ixtapangajoya	357	1	0.46370612218418306
MT14-13	Ixtapangajoya	358	1	0.46587392403354755
MT14-13	Ixtapangajoya	359	1	0.4719838471348073
MT14-13	Ixtapangajoya	360	1	0.4747952766355272
MT14-13	Ixtapangajoya	361	1	0.4775258814475739
MT14-13	Ixtapangajoya	362	1	0.4801691298814419
MT14-13	Ixtapangajoya	363	1	0.48264998951381405
MT14-13	Ixtapangajoya	364	1	0.48516832529707704
MT14-13	Ixtapangajoya	365	1	0.48751246293223555
MT14-13	Ixtapangajoya	366	1	0.4897458939756382
MT14-13	Ixtapangajoya	367	1	0.49186414607685364
MT14-13	Ixtapangajoya	368	1	0.49386360302863813
MT14-13	Ixtapangajoya	369	1	0.49574167723935875
MT14-13	Ixtapangajoya	370	1	0.4965755642441473
MT14-13	Ixtapangajoya	371	1	0.4962166981638309
MT14-13	Ixtapangajoya	372	1	0.4956721155954881
MT14-13	Ixtapangajoya	373	1	0.4949503853642343
MT14-13	Ixtapangajoya	374	1	0.49406266385987807
MT14-13	Ixtapangajoya	375	1	0.49302280042769886
MT14-13	Ixtapangajoya	376	1	0.49184737202231704
MT14-13	Ixtapangajoya	377	1	0.49055562870746044
MT14-13	Ixtapangajoya	378	1	0.4891693332616822
MT14-13	Ixtapangajoya	379	1	0.48771248197231537
MT14-13	Ixtapangajoya	380	1	0.4862108998249162
MT14-13	Ixtapangajoya	381	1	0.48469171157269364
MT14-13	Ixtapangajoya	382	1	0.4831827000712086
MT14-13	Ixtapangajoya	383	1	0.4817115738704245
MT14-13	Ixtapangajoya	384	1	0.48030517613614854
MT14-13	Ixtapangajoya	385	1	0.47898867514038146
MT14-13	Ixtapangajoya	386	1	0.4777847815094905
MT14-13	Ixtapangajoya	387	1	0.4767130381830109
MT14-13	Ixtapangajoya	388	1	0.47578922520671724
MT14-13	Ixtapangajoya	389	1	0.4750249133370327
MT14-13	Ixtapangajoya	390	1	0.47442718891333935
MT14-13	Ixtapangajoya	391	1	0.4739985590130121
MT14-13	Ixtapangajoya	392	1	0.4737370322372335
MT14-13	Ixtapangajoya	393	1	0.4736363582168912
MT14-13	Ixtapangajoya	394	1	0.4736863993727849
MT14-13	Ixtapangajoya	395	1	0.4738736023909885
MT14-13	Ixtapangajoya	396	1	0.4741815344844622
MT14-13	Ixtapangajoya	397	1	0.47459145049055595
MT14-13	Ixtapangajoya	398	1	0.47508286051016835
MT14-13	Ixtapangajoya	399	1	0.47563407324110296
MT14-13	Ixtapangajoya	400	1	0.47622269648435517
MT14-13	Ixtapangajoya	401	1	0.47682608270540905
MT14-13	Ixtapangajoya	402	1	0.4774217134001352
MT14-13	Ixtapangajoya	403	1	0.4779875209513928
MT14-13	Ixtapangajoya	404	1	0.47850215047765454
MT14-13	Ixtapangajoya	405	1	0.4789451668457515
MT14-13	Ixtapangajoya	406	1	0.4792972136408824
MT14-13	Ixtapangajoya	407	1	0.4795401316229309
MT14-13	Ixtapangajoya	408	1	0.47975534810899306
MT14-13	Ixtapangajoya	409	1	0.47986430387202034
MT14-13	Ixtapangajoya	410	1	0.4798173465362142
MT14-13	Ixtapangajoya	411	1	0.4796038085004222
MT14-13	Ixtapangajoya	412	1	0.47921425305427895
MT14-13	Ixtapangajoya	413	1	0.4786404942297924
MT14-13	Ixtapangajoya	414	1	0.4778756134863695
MT14-13	Ixtapangajoya	415	1	0.4769139742614205
MT14-13	Ixtapangajoya	416	1	0.47575123483327003
MT14-13	Ixtapangajoya	417	1	0.47438435946441726
MT14-13	Ixtapangajoya	418	1	0.47281162742143495
MT14-13	Ixtapangajoya	419	1	0.47103263919917776
MT14-13	Ixtapangajoya	420	1	0.46904831910513817
MT14-13	Ixtapangajoya	421	1	0.46686091327672485
MT14-13	Ixtapangajoya	422	1	0.4644739822008726
MT14-13	Ixtapangajoya	423	1	0.4618923868717743
MT14-13	Ixtapangajoya	424	1	0.4591222678480358
MT14-13	Ixtapangajoya	425	1	0.45617101664380294
MT14-13	Ixtapangajoya	426	1	0.4530472390973841
MT14-13	Ixtapangajoya	427	1	0.44976071059293055
MT14-13	Ixtapangajoya	428	1	0.4463223232528156
MT14-13	Ixtapangajoya	429	1	0.4427440254572093
MT14-13	Ixtapangajoya	430	1	0.4390387542699986
MT14-13	Ixtapangajoya	431	1	0.4352203615442402
MT14-13	Ixtapangajoya	432	1	0.43130353463456306
MT14-13	Ixtapangajoya	433	1	0.42730371274885254
MT14-13	Ixtapangajoya	434	1	0.4232370000198632
MT14-13	Ixtapangajoya	435	1	0.41912007636458837
MT14-13	Ixtapangajoya	436	1	0.41497010712401244
MT14-13	Ixtapangajoya	437	1	0.4108046523404265
MT14-13	Ixtapangajoya	438	1	0.4066415763399175
MT14-13	Ixtapangajoya	439	1	0.40249895805368063
MT14-13	Ixtapangajoya	440	1	0.3983950022471812
MT14-13	Ixtapangajoya	441	1	0.3943479515478033
MT14-13	Ixtapangajoya	442	1	0.3903759988894189
MT14-13	Ixtapangajoya	443	1	0.38649719974819036
MT14-13	Ixtapangajoya	444	1	0.3827293833506986
MT14-13	Ixtapangajoya	445	1	0.37909006191556593
MT14-13	Ixtapangajoya	446	1	0.375596336963373
MT14-13	Ixtapangajoya	447	1	0.37226480181295374
MT14-13	Ixtapangajoya	448	1	0.3691114395854962
MT14-13	Ixtapangajoya	449	1	0.36574423467776446
MT14-13	Ixtapangajoya	450	1	0.3607950488913857
MT14-13	Ixtapangajoya	451	1	0.35346476254400827
MT14-13	Ixtapangajoya	452	1	0.34781613351014273
MT14-13	Ixtapangajoya	453	1	0.3470849303097616
MT14-13	Ixtapangajoya	454	1	0.34356298480483516
MT14-13	Ixtapangajoya	455	1	0.33990525616970935
MT14-13	Ixtapangajoya	456	1	0.3366768784859367
MT14-13	Ixtapangajoya	457	1	0.3337025133477457
MT14-13	Ixtapangajoya	458	1	0.3310494217135853
MT14-13	Ixtapangajoya	459	1	0.32910594854789754
MT14-13	Ixtapangajoya	460	1	0.32832933042800216
MT14-13	Ixtapangajoya	461	1	0.3278325916557094
MT14-13	Ixtapangajoya	462	1	0.32761279237089586
MT14-13	Ixtapangajoya	463	1	0.3276652206349756
MT14-13	Ixtapangajoya	464	1	0.3279834588846172
MT14-13	Ixtapangajoya	465	1	0.328559475901024
MT14-13	Ixtapangajoya	466	1	0.3293837418867886
MT14-13	Ixtapangajoya	467	1	0.33044536340147646
MT14-13	Ixtapangajoya	468	1	0.331732234256564
MT14-13	Ixtapangajoya	469	1	0.3332311980430401
MT14-13	Ixtapangajoya	470	1	0.33492821777409515
MT14-13	Ixtapangajoya	471	1	0.3368085481649474
MT14-13	Ixtapangajoya	472	1	0.33885690631910603
MT14-13	Ixtapangajoya	473	1	0.34105763700969205
MT14-13	Ixtapangajoya	474	1	0.3433948692918546
MT14-13	Ixtapangajoya	475	1	0.3458526618107381
MT14-13	Ixtapangajoya	476	1	0.34841513483277303
MT14-13	Ixtapangajoya	477	1	0.35106658768496946
MT14-13	Ixtapangajoya	478	1	0.35379160090320216
MT14-13	Ixtapangajoya	479	1	0.35657512294062865
MT14-13	Ixtapangajoya	480	1	0.359402541754598
MT14-13	Ixtapangajoya	481	1	0.36225974196632466
MT14-13	Ixtapangajoya	482	1	0.3651331485709802
MT14-13	Ixtapangajoya	483	1	0.3680097583712386
MT14-13	Ixtapangajoya	484	1	0.37087716042341456
MT14-13	Ixtapangajoya	485	1	0.3737235468333604
MT14-13	Ixtapangajoya	486	1	0.3765377152318904
MT14-13	Ixtapangajoya	487	1	0.3793090642093134
MT14-13	Ixtapangajoya	488	1	0.3820275829077278
MT14-13	Ixtapangajoya	489	1	0.3846838358689124
MT14-13	Ixtapangajoya	490	1	0.3872689441240585
MT14-13	Ixtapangajoya	491	1	0.38977456339686184
MT14-13	Ixtapangajoya	492	1	0.3921928601793394
MT14-13	Ixtapangajoya	493	1	0.3945164863344459
MT14-13	Ixtapangajoya	494	1	0.39673855278388326
MT14-13	Ixtapangajoya	495	1	0.3988526027550536
MT14-13	Ixtapangajoya	496	1	0.4008525849884743
MT14-13	Ixtapangajoya	497	1	0.4027328272459991
MT14-13	Ixtapangajoya	498	1	0.4044880104101366
MT14-13	Ixtapangajoya	499	1	0.40611314342446303
MT14-13	Ixtapangajoya	500	1	0.40760353929324705
MT14-13	Ixtapangajoya	501	1	0.40895479233341936
MT14-13	Ixtapangajoya	502	1	0.4101627568524074
MT14-13	Ixtapangajoya	503	1	0.4112235274096822
MT14-13	Ixtapangajoya	504	1	0.41213342080671744
MT14-13	Ixtapangajoya	505	1	0.412888959938299
MT14-13	Ixtapangajoya	506	1	0.4134868596266395
MT14-13	Ixtapangajoya	507	1	0.4139240145476983
MT14-13	Ixtapangajoya	508	1	0.41419748934577194
MT14-13	Ixtapangajoya	509	1	0.4143045110172806
