Gene	Identifier	Efficiency	meanCT	CT_stdev	expression	total_cone	percent_cone	Sample.ID	Fieldsite.ID	Locality	Drainage	H2S	Species	Sex
LWS3	367	0.7856	27.735	0.10606601717798111	1.0393596287516975e-7	1.8452112515423063e-6	0.05632740575817302	MX14-367	MT14-21	El Azufre I	Tacotalpa	1	Poecilia mexicana	0
LWS3	368	0.7856	30.115000000000002	0.28991378028648457	2.6152878843842667e-8	3.6740065154713335e-6	0.007118353964183852	MX14-368	MT14-21	El Azufre I	Tacotalpa	1	Poecilia mexicana	0
LWS3	369	0.7856	32.68	0.09899494936611705	5.91143729522379e-9	8.936462771988611e-7	0.006614963264607582	MX14-369	MT14-21	El Azufre I	Tacotalpa	1	Poecilia mexicana	0
LWS3	370	0.7856	31.585	0.31819805153394587	1.1153129922708109e-8	1.0621716819711502e-6	0.010500308106511015	MX14-370	MT14-21	El Azufre I	Tacotalpa	1	Poecilia mexicana	0
LWS3	371	0.7856	33.895	0.07778174593051983	2.9226399192168347e-9	8.295528073379397e-7	0.0035231511404267024	MX14-371	MT14-21	El Azufre I	Tacotalpa	1	Poecilia mexicana	0
LWS3	472	0.7856	30.655	0.24748737341529012	1.912300093073077e-8	6.709720530064454e-7	0.02850044326741441	MX14-472	MT14-26	Arroyo Bonita	Tacotalpa	0	Poecilia mexicana	0
LWS3	474	0.7856	30.775	0.07778174593051983	1.7837826888811492e-8	9.190227736635901e-7	0.01940955915347214	MX14-474	MT14-26	Arroyo Bonita	Tacotalpa	0	Poecilia mexicana	0
LWS3	475	0.7856	32.94	0.8343860018001259	5.0842769709066144e-9	3.326634480567007e-7	0.015283545579194584	MX14-475	MT14-26	Arroyo Bonita	Tacotalpa	0	Poecilia mexicana	0
LWS3	476	0.7856	27.185000000000002	0.10606601717798363	1.4297073217002527e-7	3.2695873643696243e-6	0.04372745433507937	MX14-476	MT14-26	Arroyo Bonita	Tacotalpa	0	Poecilia mexicana	0
LWS3	477	0.7856	26.72	0.042426406871191945	1.8720902596622362e-7	3.849455069925838e-6	0.0486326045025979	MX14-477	MT14-26	Arroyo Bonita	Tacotalpa	0	Poecilia mexicana	0
LWS3	478	0.7856	25.61	0.09899494936611705	3.5629294296344704e-7	5.84453965372498e-6	0.06096167774931016	MX14-478	MT14-26	Arroyo Bonita	Tacotalpa	0	Poecilia mexicana	0
LWS3	479	0.7856	28.825	0.02121320343559723	5.5248576221348725e-8	1.532692484286877e-6	0.036046745702582664	MX14-479	MT14-26	Arroyo Bonita	Tacotalpa	0	Poecilia mexicana	0
LWS3	502	0.7856	40	0	8.484630028585384e-11	5.605174324234682e-8	0.0015137138539832759	MX14-502	MT14-27	La Lluvia spring	Puyacatengo	1	Poecilia mexicana	0
LWS3	503	0.7856	34.465	0.558614357137372	2.1001887646979216e-9	2.1760057653154773e-7	0.00965157720707342	MX14-503	MT14-27	La Lluvia spring	Puyacatengo	1	Poecilia mexicana	0
LWS3	505	0.7856	37.473333333333336	2.5150811782790106	3.6711962204233854e-10	3.057006731240835e-7	0.0012009120499820592	MX14-505	MT14-27	La Lluvia spring	Puyacatengo	1	Poecilia mexicana	0
LWS3	506	0.7856	30.5	0.12727922061357835	2.0921007426889972e-8	1.934921601626224e-6	0.010812328214903749	MX14-506	MT14-27	La Lluvia spring	Puyacatengo	1	Poecilia mexicana	0
LWS3	507	0.7856	30.3	0	2.3493051412193844e-8	3.2472749405884007e-6	0.007234697351477403	MX14-507	MT14-27	La Lluvia spring	Puyacatengo	1	Poecilia mexicana	0
LWS3	508	0.7856	40	0	8.484630028585384e-11	2.168449200986523e-6	3.9127640272713564e-5	MX14-508	MT14-27	La Lluvia spring	Puyacatengo	1	Poecilia mexicana	0
LWS3	509	0.7856	40	0	8.484630028585384e-11	6.209554765064972e-7	1.366382993563405e-4	MX14-509	MT14-27	La Lluvia spring	Puyacatengo	1	Poecilia mexicana	0
LWS3	523	0.7856	32.644999999999996	0.13435028842544744	6.032613941469419e-9	3.268473210872132e-7	0.018456978387960316	MX14-523	MT14-28	Rio Puyacatengo at Vicente Guerrero	Puyacatengo	0	Poecilia mexicana	0
LWS3	524	0.7856	32.29	0.48083261120685467	7.4112065355341826e-9	3.4700547666947656e-7	0.02135760682127035	MX14-524	MT14-28	Rio Puyacatengo at Vicente Guerrero	Puyacatengo	0	Poecilia mexicana	0
LWS3	526	0.7856	30.814999999999998	0.03535533905932788	1.7428924067228342e-8	7.414752401475973e-7	0.023505739805632565	MX14-526	MT14-28	Rio Puyacatengo at Vicente Guerrero	Puyacatengo	0	Poecilia mexicana	0
LWS3	527	0.7856	27.73	0.08485281374238389	1.0423768668563992e-7	3.33896237627883e-6	0.03121858677599404	MX14-527	MT14-28	Rio Puyacatengo at Vicente Guerrero	Puyacatengo	0	Poecilia mexicana	0
LWS3	528	0.7856	25.534999999999997	0.06363961030678918	3.721268731422335e-7	6.777896592600698e-6	0.05490300243713918	MX14-528	MT14-28	Rio Puyacatengo at Vicente Guerrero	Puyacatengo	0	Poecilia mexicana	0
LWS3	529	0.7856	25.65	0.0848528137423864	3.4812551367982167e-7	4.901671353548848e-6	0.0710217981929319	MX14-529	MT14-28	Rio Puyacatengo at Vicente Guerrero	Puyacatengo	0	Poecilia mexicana	0
LWS3	530	0.7856	28.485	0.34648232278140967	6.728646473049966e-8	1.325026853076731e-6	0.05078120837646388	MX14-530	MT14-28	Rio Puyacatengo at Vicente Guerrero	Puyacatengo	0	Poecilia mexicana	0
LWS3	590	0.7856	40	0	8.484630028585384e-11	1.864458390474698e-7	4.550721041527329e-4	MX14-590	MT14-29	La Gloria springs	Pichucalco	1	Poecilia sulphuraria	0
LWS3	591	0.7856	40	0	8.484630028585384e-11	3.3206188778693044e-7	2.555135154212458e-4	MX14-591	MT14-29	La Gloria springs	Pichucalco	1	Poecilia sulphuraria	0
LWS3	592	0.7856	30.955	0.615182899632297	1.607018191408386e-8	5.960858038279638e-6	0.0026959511216143425	MX14-592	MT14-29	La Gloria springs	Pichucalco	1	Poecilia sulphuraria	0
LWS3	593	0.7856	38.035	2.7789296500631315	2.6508723669314824e-10	4.657338096703133e-6	5.691818613744189e-5	MX14-593	MT14-29	La Gloria springs	Pichucalco	1	Poecilia sulphuraria	0
LWS3	594	0.7856	40	0	8.484630028585384e-11	3.3723009641404796e-6	2.515976515384331e-5	MX14-594	MT14-29	La Gloria springs	Pichucalco	1	Poecilia sulphuraria	0
LWS3	595	0.7856	40	0	8.484630028585384e-11	1.3880433081374242e-6	6.11265511590605e-5	MX14-595	MT14-29	La Gloria springs	Pichucalco	1	Poecilia sulphuraria	0
LWS3	596	0.7856	36	0.09899494936611705	8.625208827994274e-10	1.025951185052418e-6	8.407036273907703e-4	MX14-596	MT14-29	La Gloria springs	Pichucalco	1	Poecilia sulphuraria	0
LWSr	200	0.7856	37.55	0.21213203435596725	3.511592752164263e-10	4.649054898012237e-7	7.553347571063723e-4	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
LWSr	201	0.7856	38.87	2.260000000000001	1.633612432787979e-10	8.009655839596152e-7	2.0395538403936543e-4	MX14-201	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
LWSr	202	0.7856	37.74666666666667	1.951469531746097	3.133188970916003e-10	3.6224405767760676e-7	8.649386800168043e-4	MX14-202	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
LWSr	203	0.7856	40	0	8.484630028585384e-11	3.440075307108512e-7	2.466408223986519e-4	MX14-203	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
LWSr	204	0.7856	34.88	0.1979898987322341	1.6510791657350558e-9	1.7456360196346267e-6	9.458324342325599e-4	MX14-204	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
LWSr	205	0.7856	36.67	2.888580966495485	5.848900320188354e-10	1.7078019717432863e-6	3.424811785536192e-4	MX14-205	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
LWSr	206	0.7856	35.81	0.056568542494922595	9.629608090708746e-10	2.082998493462278e-6	4.622954899358948e-4	MX14-206	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
LWSr	242	0.7856	40	0	8.484630028585384e-11	5.810645288182925e-7	1.4601872266821253e-4	MX14-242	MT14-13	La Esperanza	Ixtapangajoya	1	Poecilia thermalis	0
LWSr	244	0.7856	37.68333333333333	2.387934951654534	3.250370893815046e-10	1.5412766303366608e-6	2.108882227783515e-4	MX14-244	MT14-13	La Esperanza	Ixtapangajoya	1	Poecilia thermalis	0
LWSr	245	0.7856	37.864999999999995	3.01934595566656	2.925446283902904e-10	8.614116276626371e-7	3.3961072615665044e-4	MX14-245	MT14-13	La Esperanza	Ixtapangajoya	1	Poecilia thermalis	0
LWSr	246	0.7856	40	0	8.484630028585384e-11	3.1760411678127875e-6	2.671448378746428e-5	MX14-246	MT14-13	La Esperanza	Ixtapangajoya	1	Poecilia thermalis	0
LWSr	247	0.7856	36.70333333333333	1.4089830848286788	5.736954613196021e-10	2.6938924675789776e-6	2.1296152991406771e-4	MX14-247	MT14-13	La Esperanza	Ixtapangajoya	1	Poecilia thermalis	0
LWSr	248	0.7856	38.336666666666666	2.880977843256234	2.2255324168021078e-10	5.638609928871846e-7	3.9469522539704833e-4	MX14-248	MT14-13	La Esperanza	Ixtapangajoya	1	Poecilia thermalis	0
LWSr	249	0.7856	40	0	8.484630028585384e-11	4.4591202968906586e-7	1.9027587200331217e-4	MX14-249	MT14-13	La Esperanza	Ixtapangajoya	1	Poecilia thermalis	0
LWSr	260	0.7856	40	0	8.484630028585384e-11	2.272466013415405e-7	3.733666412829383e-4	MX14-260	MT14-17	Rio Ixtapangajoya	Ixtapangajoya	0	Poecilia mexicana	0
LWSr	261	0.7856	40	0	8.484630028585384e-11	2.6471066751524557e-7	3.205246735323474e-4	MX14-261	MT14-17	Rio Ixtapangajoya	Ixtapangajoya	0	Poecilia mexicana	0
LWSr	262	0.7856	40	0	8.484630028585384e-11	1.8283388411890208e-7	4.640622316521804e-4	MX14-262	MT14-17	Rio Ixtapangajoya	Ixtapangajoya	0	Poecilia mexicana	0
LWSr	264	0.7856	38.223333333333336	1.8377794572073487	2.376673176164659e-10	1.2264440453251612e-06	1.9378569982249317e-4	MX14-264	MT14-17	Rio Ixtapangajoya	Ixtapangajoya	0	Poecilia mexicana	0
LWSr	265	0.7856	37.93	1.8470787747142767	2.817254988875215e-10	1.7403155689772459e-6	1.618818471256261e-4	MX14-265	MT14-17	Rio Ixtapangajoya	Ixtapangajoya	0	Poecilia mexicana	0
LWSr	266	0.7856	38.8	2.078460969082654	1.701272658433691e-10	1.4580509689601191e-6	1.1668128855927701e-4	MX14-266	MT14-17	Rio Ixtapangajoya	Ixtapangajoya	0	Poecilia mexicana	0
LWSr	267	0.7856	38.644999999999996	1.9162593770155443	1.8612318250248587e-10	5.536581234302887e-7	3.361698756433413e-4	MX14-267	MT14-17	Rio Ixtapangajoya	Ixtapangajoya	0	Poecilia mexicana	0
LWSr	365	0.7856	36.49	0.843267454607376	6.492252045385872e-10	1.3222092627293372e-6	4.910154714832661e-4	MX14-365	MT14-21	El Azufre I	Tacotalpa	1	Poecilia mexicana	0
LWSr	366	0.7856	36.58	0.6081118318204305	6.162185900068342e-10	3.3439571055519646e-6	1.8427825793091896e-4	MX14-366	MT14-21	El Azufre I	Tacotalpa	1	Poecilia mexicana	0
LWSr	367	0.7856	40	0	8.484630028585384e-11	1.8452112515423063e-6	4.598188972397371e-5	MX14-367	MT14-21	El Azufre I	Tacotalpa	1	Poecilia mexicana	0
LWSr	368	0.7856	35.045	0.40305086527633227	1.500456841265023e-9	3.6740065154713335e-6	4.083979805007317e-4	MX14-368	MT14-21	El Azufre I	Tacotalpa	1	Poecilia mexicana	0
LWSr	369	0.7856	38.489999999999995	2.1354624791833756	2.0362308706440583e-10	8.936462771988611e-7	2.2785647102191648e-4	MX14-369	MT14-21	El Azufre I	Tacotalpa	1	Poecilia mexicana	0
LWSr	370	0.7856	40	0	8.484630028585384e-11	1.0621716819711502e-6	7.98800247888348e-5	MX14-370	MT14-21	El Azufre I	Tacotalpa	1	Poecilia mexicana	0
LWSr	371	0.7856	40	0	8.484630028585384e-11	8.295528073379397e-7	1.0227956500819786e-4	MX14-371	MT14-21	El Azufre I	Tacotalpa	1	Poecilia mexicana	0
LWSr	472	0.7856	40	0	8.484630028585384e-11	6.709720530064454e-7	1.2645280813959446e-4	MX14-472	MT14-26	Arroyo Bonita	Tacotalpa	0	Poecilia mexicana	0
LWSr	474	0.7856	40	0	8.484630028585384e-11	9.190227736635901e-7	9.232230442736773e-5	MX14-474	MT14-26	Arroyo Bonita	Tacotalpa	0	Poecilia mexicana	0
LWSr	475	0.7856	40	0	8.484630028585384e-11	3.326634480567007e-7	2.550514665241859e-4	MX14-475	MT14-26	Arroyo Bonita	Tacotalpa	0	Poecilia mexicana	0
LWSr	476	0.7856	38.406666666666666	1.6640112179109052	2.137022191967652e-10	3.2695873643696243e-6	6.536060835247537e-5	MX14-476	MT14-26	Arroyo Bonita	Tacotalpa	0	Poecilia mexicana	0
LWSr	477	0.7856	35.394999999999996	0.24748737341529264	1.2248955192616177e-9	3.849455069925838e-6	3.181997184046146e-4	MX14-477	MT14-26	Arroyo Bonita	Tacotalpa	0	Poecilia mexicana	0
LWSr	478	0.7856	38.089999999999996	1.940695751528303	2.567678758003908e-10	5.84453965372498e-6	4.393295126960794e-5	MX14-478	MT14-26	Arroyo Bonita	Tacotalpa	0	Poecilia mexicana	0
LWSr	479	0.7856	38.46	2.177888886054565	2.0719560676104466e-10	1.532692484286877e-6	1.3518406913663934e-4	MX14-479	MT14-26	Arroyo Bonita	Tacotalpa	0	Poecilia mexicana	0
LWSr	502	0.7856	40	0	8.484630028585384e-11	5.605174324234682e-8	0.0015137138539832759	MX14-502	MT14-27	La Lluvia spring	Puyacatengo	1	Poecilia mexicana	0
LWSr	503	0.7856	40	0	8.484630028585384e-11	2.1760057653154773e-7	3.899176263145278e-4	MX14-503	MT14-27	La Lluvia spring	Puyacatengo	1	Poecilia mexicana	0
LWSr	505	0.7856	40	0	8.484630028585384e-11	3.057006731240835e-7	2.7754698548345964e-4	MX14-505	MT14-27	La Lluvia spring	Puyacatengo	1	Poecilia mexicana	0
LWSr	506	0.7856	37.92	1.8748866632412748	2.8336355890095105e-10	1.934921601626224e-6	1.464470491532036e-4	MX14-506	MT14-27	La Lluvia spring	Puyacatengo	1	Poecilia mexicana	0
LWSr	507	0.7856	35.42	1.1722201158485586	1.2072700910513802e-9	3.2472749405884007e-6	3.7177944988933545e-4	MX14-507	MT14-27	La Lluvia spring	Puyacatengo	1	Poecilia mexicana	0
LWSr	508	0.7856	36.965	0.2333452377915645	4.929443437220607e-10	2.168449200986523e-6	2.27325751277825e-4	MX14-508	MT14-27	La Lluvia spring	Puyacatengo	1	Poecilia mexicana	0
LWSr	509	0.7856	39.013333333333335	1.7089567968012926	1.5033495246140406e-10	6.209554765064972e-7	2.4210262756226946e-4	MX14-509	MT14-27	La Lluvia spring	Puyacatengo	1	Poecilia mexicana	0
LWSr	523	0.7856	40	0	8.484630028585384e-11	3.268473210872132e-7	2.5959001286479617e-4	MX14-523	MT14-28	Rio Puyacatengo at Vicente Guerrero	Puyacatengo	0	Poecilia mexicana	0
LWSr	524	0.7856	40	0	8.484630028585384e-11	3.4700547666947656e-7	2.445099745980958e-4	MX14-524	MT14-28	Rio Puyacatengo at Vicente Guerrero	Puyacatengo	0	Poecilia mexicana	0
LWSr	526	0.7856	40	0	8.484630028585384e-11	7.414752401475973e-7	1.1442904050169554e-4	MX14-526	MT14-28	Rio Puyacatengo at Vicente Guerrero	Puyacatengo	0	Poecilia mexicana	0
LWSr	527	0.7856	35.83	1.1992914574864613	9.518596756489773e-10	3.33896237627883e-6	2.850764903526093e-4	MX14-527	MT14-28	Rio Puyacatengo at Vicente Guerrero	Puyacatengo	0	Poecilia mexicana	0
LWSr	528	0.7856	35.275	0.5868986283848332	1.31314639955274e-9	6.777896592600698e-6	1.937395151449016e-4	MX14-528	MT14-28	Rio Puyacatengo at Vicente Guerrero	Puyacatengo	0	Poecilia mexicana	0
LWSr	529	0.7856	34.864999999999995	0.24748737341529264	1.6655000877844342e-9	4.901671353548848e-6	3.3978207995903257e-4	MX14-529	MT14-28	Rio Puyacatengo at Vicente Guerrero	Puyacatengo	0	Poecilia mexicana	0
LWSr	530	0.7856	38.92666666666667	1.8590678667905944	1.5808157708371407e-10	1.325026853076731e-6	1.1930443274915255e-4	MX14-530	MT14-28	Rio Puyacatengo at Vicente Guerrero	Puyacatengo	0	Poecilia mexicana	0
LWSr	590	0.7856	40	0	8.484630028585384e-11	1.864458390474698e-7	4.550721041527329e-4	MX14-590	MT14-29	La Gloria springs	Pichucalco	1	Poecilia sulphuraria	0
LWSr	591	0.7856	40	0	8.484630028585384e-11	3.3206188778693044e-7	2.555135154212458e-4	MX14-591	MT14-29	La Gloria springs	Pichucalco	1	Poecilia sulphuraria	0
LWSr	592	0.7856	35.22	0.565685424949236	1.355692760809383e-9	5.960858038279638e-6	2.2743248574338623e-4	MX14-592	MT14-29	La Gloria springs	Pichucalco	1	Poecilia sulphuraria	0
LWSr	593	0.7856	34.785	0.1767766952966369	1.7445659593454697e-9	4.657338096703133e-6	3.745843490685e-4	MX14-593	MT14-29	La Gloria springs	Pichucalco	1	Poecilia sulphuraria	0
LWSr	594	0.7856	36.405	0.7848885271170674	6.820198689697401e-10	3.3723009641404796e-6	2.022416967589875e-4	MX14-594	MT14-29	La Gloria springs	Pichucalco	1	Poecilia sulphuraria	0
LWSr	595	0.7856	38.415	2.2415284963613566	2.1267225238480125e-10	1.3880433081374242e-6	1.532173031907629e-4	MX14-595	MT14-29	La Gloria springs	Pichucalco	1	Poecilia sulphuraria	0
LWSr	596	0.7856	38.223333333333336	1.7138942013243803	2.376673176164659e-10	1.025951185052418e-6	2.3165558077144086e-4	MX14-596	MT14-29	La Gloria springs	Pichucalco	1	Poecilia sulphuraria	0
RH2-1	200	0.7844	31.41	7.440047042862028	1.2607516359439668e-8	4.649054898012237e-7	0.027118450171087834	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
RH2-1	201	0.7844	26.66	0.014142135623733162	1.9734110677000883e-7	8.009655839596152e-7	0.24637900893873962	MX14-201	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
RH2-1	202	0.7844	28.205	0.021213203435594716	8.066071883787997e-8	3.6224405767760676e-7	0.22266954316657728	MX14-202	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
RH2-1	203	0.7844	32.065	0.02121320343559723	8.627841135295284e-9	3.440075307108512e-7	0.025080384483057286	MX14-203	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
RH2-1	204	0.7844	24.89	0.056568542494922595	5.499950481470641e-7	1.7456360196346267e-6	0.31506857211973766	MX14-204	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
RH2-1	205	0.7844	25.689999999999998	0.042426406871191945	3.4607084048922924e-7	1.7078019717432863e-6	0.2026410826402594	MX14-205	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
RH2-1	206	0.7844	24.619999999999997	0.014142135623730649	6.430750753608891e-7	2.082998493462278e-6	0.30872565552939746	MX14-206	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
RH2-1	242	0.7844	27.2	NA	1.443483299725174e-7	5.810645288182925e-7	0.24842048139830142	MX14-242	MT14-13	La Esperanza	Ixtapangajoya	1	Poecilia thermalis	0
RH2-1	244	0.7844	24.65	0.18384776310850345	6.31999756361158e-7	1.5412766303366608e-6	0.410049529021348	MX14-244	MT14-13	La Esperanza	Ixtapangajoya	1	Poecilia thermalis	0
RH2-1	245	0.7844	25.655	0.07778174593051983	3.5315652535198413e-7	8.614116276626371e-7	0.40997417960359156	MX14-245	MT14-13	La Esperanza	Ixtapangajoya	1	Poecilia thermalis	0
RH2-1	246	0.7844	23.244999999999997	0.21920310216782884	1.4258159620071511e-6	3.1760411678127875e-6	0.44892867776932927	MX14-246	MT14-13	La Esperanza	Ixtapangajoya	1	Poecilia thermalis	0
RH2-1	247	0.7844	23.9	0.014142135623730649	9.757444097350061e-7	2.6938924675789776e-6	0.36220614648806504	MX14-247	MT14-13	La Esperanza	Ixtapangajoya	1	Poecilia thermalis	0
RH2-1	248	0.7844	26.83	0.0848528137423864	1.788396795840344e-7	5.638609928871846e-7	0.3171698022030335	MX14-248	MT14-13	La Esperanza	Ixtapangajoya	1	Poecilia thermalis	0
RH2-1	249	0.7844	27.03	0.141421356237309	1.5928153787478632e-7	4.4591202968906586e-7	0.3572039489175774	MX14-249	MT14-13	La Esperanza	Ixtapangajoya	1	Poecilia thermalis	0
RH2-1	260	0.7844	34.99	4.35411299807435	1.585942407767181e-9	2.272466013415405e-7	0.006978948852940543	MX14-260	MT14-17	Rio Ixtapangajoya	Ixtapangajoya	0	Poecilia mexicana	0
RH2-1	261	0.7844	32.605000000000004	1.1667261889578024	6.310973316874754e-9	2.6471066751524557e-7	0.023841023771780125	MX14-261	MT14-17	Rio Ixtapangajoya	Ixtapangajoya	0	Poecilia mexicana	0
RH2-1	262	0.7844	31.18	0.08485281374238389	1.4403656301033396e-8	1.8283388411890208e-7	0.07878001591688709	MX14-262	MT14-17	Rio Ixtapangajoya	Ixtapangajoya	0	Poecilia mexicana	0
RH2-1	264	0.7844	26.865000000000002	0.021213203435594716	1.7525146438901346e-7	1.2264440453251612e-06	0.14289397470436566	MX14-264	MT14-17	Rio Ixtapangajoya	Ixtapangajoya	0	Poecilia mexicana	0
RH2-1	265	0.7844	25.765	0.34648232278140967	3.313622966415075e-7	1.7403155689772459e-6	0.19040356964469582	MX14-265	MT14-17	Rio Ixtapangajoya	Ixtapangajoya	0	Poecilia mexicana	0
RH2-1	266	0.7844	27.310000000000002	0.18384776310850345	1.3544021050831955e-7	1.4580509689601191e-6	0.09289127293328807	MX14-266	MT14-17	Rio Ixtapangajoya	Ixtapangajoya	0	Poecilia mexicana	0
RH2-1	267	0.7844	28.245	0.049497474683058526	7.881382395546467e-8	5.536581234302887e-7	0.14235106579338058	MX14-267	MT14-17	Rio Ixtapangajoya	Ixtapangajoya	0	Poecilia mexicana	0
RH2-1	365	0.7844	24.715	0.0070710678118640685	6.086532101557746e-7	1.3222092627293372e-6	0.46033046909638003	MX14-365	MT14-21	El Azufre I	Tacotalpa	1	Poecilia mexicana	0
RH2-1	366	0.7844	22.865000000000002	0.007071067811866581	1.7767671408532206e-6	3.3439571055519646e-6	0.531336702227208	MX14-366	MT14-21	El Azufre I	Tacotalpa	1	Poecilia mexicana	0
RH2-1	367	0.7844	24.02	0.08485281374238389	9.102422837324835e-7	1.8452112515423063e-6	0.49329976877805415	MX14-367	MT14-21	El Azufre I	Tacotalpa	1	Poecilia mexicana	0
RH2-1	368	0.7844	22.78	0.15556349186103965	1.8664112867589941e-6	3.6740065154713335e-6	0.508004348631253	MX14-368	MT14-21	El Azufre I	Tacotalpa	1	Poecilia mexicana	0
RH2-1	369	0.7844	25.1	0.1697056274847703	4.870184501678554e-7	8.936462771988611e-7	0.5449789951505392	MX14-369	MT14-21	El Azufre I	Tacotalpa	1	Poecilia mexicana	0
RH2-1	370	0.7844	25.045	0.007071067811866581	5.027794124402288e-7	1.0621716819711502e-6	0.47335042062803256	MX14-370	MT14-21	El Azufre I	Tacotalpa	1	Poecilia mexicana	0
RH2-1	371	0.7844	25.625	0.03535533905932537	3.593453270655004e-7	8.295528073379397e-7	0.4331795684215096	MX14-371	MT14-21	El Azufre I	Tacotalpa	1	Poecilia mexicana	0
RH2-1	472	0.7844	26.715	0.0070710678118640685	1.9115492320394987e-7	6.709720530064454e-7	0.2848925262198866	MX14-472	MT14-26	Arroyo Bonita	Tacotalpa	0	Poecilia mexicana	0
RH2-1	474	0.7844	25.6	0.29698484809834863	3.6458542844671644e-7	9.190227736635901e-7	0.3967098954396244	MX14-474	MT14-26	Arroyo Bonita	Tacotalpa	0	Poecilia mexicana	0
RH2-1	475	0.7844	27.810000000000002	0.014142135623730649	1.0139149175985025e-7	3.326634480567007e-7	0.30478699223537364	MX14-475	MT14-26	Arroyo Bonita	Tacotalpa	0	Poecilia mexicana	0
RH2-1	476	0.7844	23.185	0.1767766952966369	1.4762265273527254e-6	3.2695873643696243e-6	0.4515023955132459	MX14-476	MT14-26	Arroyo Bonita	Tacotalpa	0	Poecilia mexicana	0
RH2-1	477	0.7844	22.865000000000002	0.021213203435594716	1.7767671408532206e-6	3.849455069925838e-6	0.4615632884598004	MX14-477	MT14-26	Arroyo Bonita	Tacotalpa	0	Poecilia mexicana	0
RH2-1	478	0.7844	22.6	0.1131370849898477	2.0714571346503444e-6	5.84453965372498e-6	0.35442605532329896	MX14-478	MT14-26	Arroyo Bonita	Tacotalpa	0	Poecilia mexicana	0
RH2-1	479	0.7844	24.71	0.028284271247461298	6.104180651869953e-7	1.532692484286877e-6	0.39826519112280206	MX14-479	MT14-26	Arroyo Bonita	Tacotalpa	0	Poecilia mexicana	0
RH2-1	502	0.7844	32.155	0.5586143571373694	8.189697119876935e-9	5.605174324234682e-8	0.1461095881437218	MX14-502	MT14-27	La Lluvia spring	Puyacatengo	1	Poecilia mexicana	0
RH2-1	503	0.7844	28.244999999999997	0.19091883092036754	7.881382395546482e-8	2.1760057653154773e-7	0.36219492251224983	MX14-503	MT14-27	La Lluvia spring	Puyacatengo	1	Poecilia mexicana	0
RH2-1	505	0.7844	27.72	0.141421356237309	1.0681587738469795e-7	3.057006731240835e-7	0.34941328814589007	MX14-505	MT14-27	La Lluvia spring	Puyacatengo	1	Poecilia mexicana	0
RH2-1	506	0.7844	24.055	0.03535533905932537	8.919793053977207e-7	1.934921601626224e-6	0.46098989470583607	MX14-506	MT14-27	La Lluvia spring	Puyacatengo	1	Poecilia mexicana	0
RH2-1	507	0.7844	23.185000000000002	0.007071067811866581	1.4762265273527224e-6	3.2472749405884007e-6	0.45460472376423805	MX14-507	MT14-27	La Lluvia spring	Puyacatengo	1	Poecilia mexicana	0
RH2-1	508	0.7844	23.95	0.028284271247461298	9.478976816040579e-7	2.168449200986523e-6	0.43713160592962813	MX14-508	MT14-27	La Lluvia spring	Puyacatengo	1	Poecilia mexicana	0
RH2-1	509	0.7844	25.89	0.07071067811865576	3.082240798851514e-7	6.209554765064972e-7	0.49637066029149735	MX14-509	MT14-27	La Lluvia spring	Puyacatengo	1	Poecilia mexicana	0
RH2-1	523	0.7844	29.26	2.0277080657727837	4.3786254973772655e-8	3.268473210872132e-7	0.1339654699574212	MX14-523	MT14-28	Rio Puyacatengo at Vicente Guerrero	Puyacatengo	0	Poecilia mexicana	0
RH2-1	524	0.7844	28.055	0.37476659402887097	8.798039758917363e-8	3.4700547666947656e-7	0.2535418127506245	MX14-524	MT14-28	Rio Puyacatengo at Vicente Guerrero	Puyacatengo	0	Poecilia mexicana	0
RH2-1	526	0.7844	26.025	0.09192388155425048	2.8504610817926647e-7	7.414752401475973e-7	0.38443105412734413	MX14-526	MT14-28	Rio Puyacatengo at Vicente Guerrero	Puyacatengo	0	Poecilia mexicana	0
RH2-1	527	0.7844	23.035	0.0070710678118640685	1.6101889330942085e-6	3.33896237627883e-6	0.48224231112442606	MX14-527	MT14-28	Rio Puyacatengo at Vicente Guerrero	Puyacatengo	0	Poecilia mexicana	0
