site.name	sample.location	light	n.measures	nls.converged	lambda	transmission_ss	transmission
Ixt	4	s	5	NA	503	1.2998079652721677e-9	-9.88071532387447e-6
Ixt	4	s	5	NA	504	2.043367503143379e-9	-1.270316430505363e-5
Ixt	4	s	5	NA	505	4.1430429292150315e-9	-1.488911478517559e-5
Ixt	4	s	5	NA	506	4.8688059742723e-9	-1.913634930481484e-5
Ixt	4	s	5	NA	507	2.67201444797278e-9	-2.1823608471386403e-5
Ixt	4	s	5	NA	508	5.832783828113506e-9	-1.8788015623724174e-5
Ixt	4	s	5	NA	509	1.6967700497774987e-9	-2.0200367007796312e-5
Ixt	4	s	5	NA	510	7.648288586200174e-10	-1.796208515765951e-5
Ixt	4	s	5	NA	511	1.9148149980522753e-9	-1.6417565447750463e-5
Ixt	4	s	5	NA	512	6.028013618033257e-10	-1.3277265951134682e-5
Ixt	4	s	5	NA	513	2.9921275412083023e-9	-1.2060935900171596e-5
Ixt	4	s	5	NA	514	3.036397412027705e-9	-1.6891526160357642e-5
Ixt	4	s	5	NA	515	1.9829058281693537e-9	-1.9454678538268718e-5
Ixt	4	s	5	NA	516	3.783309206384432e-9	-1.7388153834495063e-5
Ixt	4	s	5	NA	517	7.104784223976721e-9	-1.5091912220675849e-5
Ixt	4	s	5	NA	518	2.0740110461629952e-9	-1.712159252243244e-5
Ixt	4	s	5	NA	519	2.614745336652349e-9	-1.5048345821344e-5
Ixt	4	s	5	NA	520	6.19972400401758e-10	-1.2525729253065164e-5
Ixt	4	s	5	NA	521	4.815770129667818e-9	-1.8464031411440558e-5
Ixt	4	s	5	NA	522	4.0618338572532385e-9	-1.7265831913281527e-5
Ixt	4	s	5	NA	523	3.887326420029757e-9	-1.9499892004651953e-5
Ixt	4	s	5	NA	524	6.85196458032639e-9	-1.590501854882824e-5
Ixt	4	s	5	NA	525	3.7635641287615545e-9	-1.468518491158825e-5
Ixt	4	s	5	NA	526	1.8861655741218363e-9	-1.7122768554108643e-5
Ixt	4	s	5	NA	527	1.1033224435165224e-9	-1.350588397977688e-5
Ixt	4	s	5	NA	528	1.2153360012872339e-9	-1.2593725746591214e-5
Ixt	4	s	5	NA	529	2.0380156389537125e-9	-1.0948911674712996e-5
Ixt	4	s	5	NA	530	2.757765390275242e-9	-1.744774284880398e-5
Ixt	4	s	5	NA	531	1.5067493925907623e-9	-2.011388320467146e-5
Ixt	4	s	5	NA	532	5.319053790816719e-10	-9.522858992016021e-6
Ixt	4	s	5	NA	533	3.0636265254066087e-9	-1.2735044290237841e-5
Ixt	4	s	5	NA	534	5.085249348370928e-9	-1.7542312961023012e-5
Ixt	4	s	5	NA	535	2.25965703374867e-9	-1.9163338703467277e-5
Ixt	4	s	5	NA	536	3.4636573892159343e-9	-1.5199066632131526e-5
Ixt	4	s	5	NA	537	1.0980145515547826e-8	-1.1782562602084039e-5
Ixt	4	s	5	NA	538	2.126767110495121e-9	-1.958896122190367e-5
Ixt	4	s	5	NA	539	2.1187268843717686e-9	-2.6067726630912876e-5
Ixt	4	s	5	NA	540	2.9350965344598427e-9	-1.860771960016556e-5
Ixt	4	s	5	NA	541	8.069367946854581e-9	-2.130435695636545e-5
Ixt	4	s	5	NA	542	1.2524489529944743e-9	-2.277005944470193e-5
Ixt	4	s	5	NA	543	1.4467013742697288e-9	-1.326911342770893e-5
Ixt	4	s	5	NA	544	5.581743977809908e-9	-2.0806972441955855e-5
Ixt	4	s	5	NA	545	5.332378537406806e-9	-2.2023508199045497e-5
Ixt	4	s	5	NA	546	7.227504206462675e-9	-1.2256428233675365e-5
Ixt	4	s	5	NA	547	4.392649661923956e-9	-1.7091943738973985e-5
Ixt	4	s	5	NA	548	2.943859143876584e-9	-1.937446201482879e-5
Ixt	4	s	5	NA	549	2.851758483059072e-9	-1.5744605698014345e-5
Ixt	4	s	5	NA	550	3.2754881064164243e-9	-1.3954406319345827e-5
Ixt	4	s	5	NA	551	4.974253334022642e-9	-1.532129378357707e-5
Ixt	4	s	5	NA	552	5.698505145835574e-10	-1.3368204106455929e-5
Ixt	4	s	5	NA	553	3.699080086230918e-9	-1.1173687994699217e-5
Ixt	4	s	5	NA	554	3.9751053661108765e-9	-1.9424259355130158e-5
Ixt	4	s	5	NA	555	2.7394180004100643e-9	-1.8603725327480977e-5
Ixt	4	s	5	NA	556	2.1004810879297376e-9	-1.5455906344172792e-5
Ixt	4	s	5	NA	557	2.2757592890472537e-9	-1.4721103367115879e-5
Ixt	4	s	5	NA	558	4.2068753491107966e-9	-1.3713554416093268e-5
Ixt	4	s	5	NA	559	8.953341600251415e-9	-1.447307397157983e-5
Ixt	4	s	5	NA	560	9.39202167501006e-10	-2.1875441973506685e-5
Ixt	4	s	5	NA	561	5.125155974793481e-10	-1.734419314312515e-5
Ixt	4	s	5	NA	562	4.964327256116807e-9	-1.4848362323973203e-5
Ixt	4	s	5	NA	563	8.225756146295266e-12	-1.000254653420723e-5
Ixt	4	s	5	NA	564	6.210071384344455e-9	-7.048640162483619e-6
Ixt	4	s	5	NA	565	1.2683370994926623e-8	-1.853852883549141e-5
Ixt	4	s	5	NA	566	4.9276939442319476e-9	-1.4842139737218725e-5
Ixt	4	s	5	NA	567	5.848271738526703e-9	-1.3886388703301207e-5
Ixt	4	s	5	NA	568	1.0018563697672014e-9	-1.7723861312465086e-5
Ixt	4	s	5	NA	569	2.9897445542869846e-9	-1.9318406892084e-5
Ixt	4	s	5	NA	570	8.529994589735077e-9	-1.4031319123066026e-5
Ixt	4	s	5	NA	571	9.65019300820376e-9	-1.8385259904389474e-5
Ixt	4	s	5	NA	572	5.1321441990672775e-9	-2.1584604255895783e-5
Ixt	4	s	5	NA	573	8.410444481533653e-9	-1.1428604276997128e-5
Ixt	4	s	5	NA	574	8.771702516855814e-9	-2.0157764855014522e-5
Ixt	4	s	5	NA	575	3.0731509206991006e-9	-1.9209327753116434e-5
Ixt	4	s	5	NA	576	2.7276771510161837e-9	-1.2011876392886643e-5
Ixt	4	s	5	NA	577	6.003401608320187e-9	-1.9643335579643224e-5
Ixt	4	s	5	NA	578	1.3449077232404848e-9	-2.3025228755870567e-5
Ixt	4	s	5	NA	579	2.511520814912861e-9	-1.819863076053155e-5
Ixt	4	s	5	NA	580	5.207753777630711e-9	-1.5943077659724588e-5
Ixt	4	s	5	NA	581	9.451386517563143e-9	-1.6919887471794775e-5
Ixt	4	s	5	NA	582	6.600338285090833e-9	-2.0944781737502678e-5
Ixt	4	s	5	NA	583	1.6251760809902436e-9	-1.8093394153336347e-5
Ixt	4	s	5	NA	584	2.0277074609105874e-9	-1.8409798677968856e-5
Ixt	4	s	5	NA	585	3.822985104661529e-9	-2.346143855219535e-5
Ixt	4	s	5	NA	586	1.5129758861291514e-9	-2.264124087471799e-5
Ixt	4	s	5	NA	587	2.1952982385890694e-9	-2.1223139687610806e-5
Ixt	4	s	5	NA	588	4.1753374596501324e-9	-2.1219851512968512e-5
Ixt	4	s	5	NA	589	1.8844663776169794e-10	-1.996450173258774e-5
Ixt	4	s	5	NA	590	3.961773927951275e-9	-1.2899760507430637e-5
Ixt	4	s	5	NA	591	2.311487012666749e-9	-9.413965591296298e-6
Ixt	4	s	5	NA	592	2.2060101343667674e-9	-1.355807876230909e-5
Ixt	4	s	5	NA	593	1.229818559032656e-9	-1.873836121704656e-5
Ixt	4	s	5	NA	594	6.075093985752538e-9	-1.684690166389315e-5
Ixt	4	s	5	NA	595	4.013607716863577e-9	-1.5187302568051152e-5
Ixt	4	s	5	NA	596	3.1923580576201567e-9	-1.4914247141524207e-5
Ixt	4	s	5	NA	597	9.747517797655455e-9	-1.1907169111647654e-5
Ixt	4	s	5	NA	598	1.2393966455497611e-9	-1.7899746907975087e-5
Ixt	4	s	5	NA	599	4.706593545352707e-9	-1.874317052218325e-5
Ixt	4	s	5	NA	600	1.1010073046016563e-9	-1.0343300288791133e-5
Ixt	4	s	5	NA	601	8.565656994806292e-9	-1.5572761786499447e-5
Ixt	4	s	5	NA	602	2.9559094465922283e-9	-2.3933528829598194e-5
Ixt	4	s	5	NA	603	4.1302590210620073e-10	-2.2532269556318805e-5
Ixt	4	s	5	NA	604	1.4258857804911671e-8	-1.33005744176551e-5
Ixt	4	s	5	NA	605	3.048628186916527e-8	-1.3815562947389373e-5
Ixt	4	s	5	NA	606	1.380396226249478e-8	-1.1942806034537364e-5
Ixt	4	s	5	NA	607	2.4440503353872917e-9	-1.6637409872661815e-5
Ixt	4	s	5	NA	608	1.2303538124973574e-8	-2.1923868333757664e-5
Ixt	4	s	5	NA	609	6.418190598959823e-9	-2.0616994858782635e-5
Ixt	4	s	5	NA	610	2.0172306454153803e-9	-2.022781231867551e-5
Ixt	4	s	5	NA	611	2.679730967763112e-8	-2.377638434292284e-5
Ixt	4	s	5	NA	612	1.3145010723161236e-8	-1.3803345268536345e-5
Ixt	4	s	5	NA	613	1.79971153792882e-9	-1.1874113555515472e-5
Ixt	4	s	5	NA	614	5.137100056570478e-9	-9.730670451116688e-6
Ixt	4	s	5	NA	615	7.370595278737059e-9	-1.2647643107225969e-5
Ixt	4	s	5	NA	616	7.533077113390646e-9	-1.857704920307535e-5
Ixt	4	s	5	NA	617	1.217741849233167e-8	-2.2366769530899444e-5
Ixt	4	s	5	NA	618	3.345420934817734e-9	-2.2479296598375874e-5
Ixt	4	s	5	NA	619	1.295662402969056e-8	-2.3977885477061982e-5
Ixt	4	s	5	NA	620	2.4753957998146216e-9	-1.76762882183421e-5
Ixt	4	s	5	NA	621	1.8718208453490213e-8	-1.0158054341039745e-5
Ixt	4	s	5	NA	622	1.653266684445386e-8	-1.601394209065544e-5
Ixt	4	s	5	NA	623	1.5481260398647803e-8	-1.59372754976015e-5
Ixt	4	s	5	NA	624	5.241951408900092e-9	-1.4128627805308095e-5
Ixt	4	s	5	NA	625	9.633576953477483e-9	-1.4146293270790927e-5
Ixt	4	s	5	NA	626	3.9862785280018475e-9	-1.4603015790712644e-5
Ixt	4	s	5	NA	627	2.0705913276571676e-9	-1.703050431796413e-5
Ixt	4	s	5	NA	628	3.7140004272260745e-9	-2.160182258305868e-5
Ixt	4	s	5	NA	629	3.740855821407585e-9	-1.4928986912990209e-5
Ixt	4	s	5	NA	630	5.5767694939666214e-11	-1.6786702906009783e-5
Ixt	4	s	5	NA	631	9.944291530207792e-10	-1.5984907345197326e-5
Ixt	4	s	5	NA	632	6.225872762139003e-9	-2.6754080656600476e-5
Ixt	4	s	5	NA	633	1.0589555833374369e-8	-1.6034259942048595e-5
Ixt	4	s	5	NA	634	6.622463075071602e-9	-2.537026837030865e-6
Ixt	4	s	5	NA	635	1.4348479245108294e-9	-1.3111638610492062e-5
Ixt	4	s	5	NA	636	1.021223845961082e-8	-1.1116759981810966e-5
Ixt	4	s	5	NA	637	1.2851419296740482e-8	-1.1594525748298603e-5
Ixt	4	s	5	NA	638	1.957522888775699e-8	-1.4826480484609707e-5
Ixt	4	s	5	NA	639	8.186982626839665e-9	-1.776079247018789e-5
Ixt	4	s	5	NA	640	8.21277461327508e-9	-1.6878037342981368e-5
Ixt	4	s	5	NA	641	7.985813972596224e-9	-1.4551453623009549e-5
Ixt	4	s	5	NA	642	2.4601416226918045e-8	-1.3541696434986496e-5
Ixt	4	s	5	NA	643	1.8489895001306363e-9	-2.1392109999561195e-5
Ixt	4	s	5	NA	644	8.597816284343514e-9	-2.699378024268571e-5
Ixt	4	s	5	NA	645	1.2614285794150867e-8	-2.2167935420308944e-5
Ixt	4	s	5	NA	646	1.353150162156337e-8	-1.8680895180906467e-5
Ixt	4	s	5	NA	647	9.939192110715459e-9	-1.9992430400302845e-5
Ixt	4	s	5	NA	648	6.869049543875745e-9	-2.4266333402790826e-5
Ixt	4	s	5	NA	649	2.50416942257519e-8	-1.9323471162572253e-5
Ixt	4	s	5	NA	650	1.9131524926992185e-8	-1.4320695674010694e-5
Ixt	4	s	5	NA	651	4.045736200713637e-9	-5.129008578088502e-7
Ixt	4	s	5	NA	652	1.2078752295691048e-8	-6.630978075094255e-6
Ixt	4	s	5	NA	653	1.0565818287380308e-8	-1.6614538754216634e-5
Ixt	4	s	5	NA	654	4.848295875640297e-8	-1.3178448529652853e-5
Ixt	4	s	5	NA	655	3.431786843788144e-8	-1.8989831661850817e-5
Ixt	4	s	5	NA	656	3.169792577491124e-8	-1.792996529556445e-5
Ixt	4	s	5	NA	657	7.160651281569477e-9	-1.6874863945546567e-5
Ixt	4	s	5	NA	658	2.6765614625988975e-8	-1.7477032140119717e-5
Ixt	4	s	5	NA	659	1.2244204782999975e-8	-1.6276872846158867e-5
Ixt	4	s	5	NA	660	4.395265299074971e-8	-1.5983162244057615e-5
Ixt	4	s	5	NA	661	2.233818695168038e-8	-2.0975971924077148e-5
Ixt	4	s	5	NA	662	1.165876686837058e-8	-2.4794439890872263e-5
Ixt	4	s	5	NA	663	9.44175114311383e-8	-2.402491994754201e-5
Ixt	4	s	5	NA	664	3.950301454507927e-8	-2.7477735069504073e-5
Ixt	4	s	5	NA	665	3.206799198744111e-10	-2.8257355599075407e-5
Ixt	4	s	5	NA	666	8.862911417745227e-9	-1.8977145445194108e-5
Ixt	4	s	5	NA	667	1.1107895010536427e-8	-1.0206759073284218e-5
Ixt	4	s	5	NA	668	3.372825016871803e-9	-1.0246744636768744e-5
Ixt	4	s	5	NA	669	1.6864821812414676e-8	-1.1257913442209598e-5
Ixt	4	s	5	NA	670	1.0572196712575792e-8	-1.866782317003697e-5
Ixt	4	s	5	NA	671	5.982800292296832e-8	-1.374327870750269e-5
Ixt	4	s	5	NA	672	4.398525129370258e-8	-1.7913977544724332e-5
Ixt	4	s	5	NA	673	6.925444503380865e-9	-1.566954728005906e-5
Ixt	4	s	5	NA	674	3.677911651604866e-9	-1.3918562353728432e-5
Ixt	4	s	5	NA	675	5.1275146363734954e-8	-1.2834108896863799e-5
Ixt	4	s	5	NA	676	5.29083584423988e-8	-1.4531298754449177e-5
Ixt	4	s	5	NA	677	2.8623257878404063e-8	-1.7507592844064747e-5
Ixt	4	s	5	NA	678	3.0189016367022875e-8	-1.9476873498109504e-5
Ixt	4	s	5	NA	679	1.0367816121585827e-8	-2.167540526217123e-5
Ixt	4	s	5	NA	680	2.3985299245551497e-9	-1.784629106845812e-5
Ixt	4	s	5	NA	681	1.6745727886753458e-8	-1.5329870794601904e-5
Ixt	4	s	5	NA	682	2.0962628721302355e-8	-2.0085604574085203e-5
Ixt	4	s	5	NA	683	5.589843567509493e-8	-2.125769946901595e-5
Ixt	4	s	5	NA	684	1.3380246117049819e-8	-1.8516202849062143e-5
Ixt	4	s	5	NA	685	3.70787016851253e-8	-1.582962862969716e-5
Ixt	4	s	5	NA	686	3.8407876087003415e-8	-1.8635093710589832e-5
Ixt	4	s	5	NA	687	3.732207366324281e-8	-1.5503047151850296e-5
Ixt	4	s	5	NA	688	4.5900130804272854e-8	-2.236723381308539e-5
Ixt	4	s	5	NA	689	3.141628807360429e-8	-1.6301511238306814e-5
Ixt	4	s	5	NA	690	2.1916844457323984e-9	-1.4852161747835257e-5
Ixt	4	s	5	NA	691	1.3674534322828086e-9	-1.1179806011414681e-5
Ixt	4	s	5	NA	692	3.578198761937331e-8	-1.5324364282473396e-5
Ixt	4	s	5	NA	693	6.066639297302091e-8	-2.2554810659941896e-5
Ixt	4	s	5	NA	694	7.727146522183994e-8	-1.8927592594545226e-5
Ixt	4	s	5	NA	695	2.7728661782986325e-8	-1.4414051918321884e-5
Ixt	4	s	5	NA	696	4.474555814996218e-8	-1.8819197828835453e-5
Ixt	4	s	5	NA	697	1.0335716466336034e-7	-1.8262077071511346e-5
Ixt	4	s	5	NA	698	1.6443178616941322e-8	-1.5893333766110638e-5
Ixt	4	s	5	NA	699	1.3352663797453305e-8	-1.696875081992028e-5
Ixt	4	s	5	NA	700	1.0941544639578094e-5	1.830763621175756e-5
Ixt	5	s	2	NA	350	0	0.014470162916692965
Ixt	5	s	2	NA	351	1.232595164407831e-32	-3.6526941722616555e-4
Ixt	5	s	2	NA	352	1.232595164407831e-32	-9.90690644960549e-4
Ixt	5	s	2	NA	353	1.232595164407831e-32	-9.028183777033912e-4
Ixt	5	s	2	NA	354	0	-4.341688021077046e-4
Ixt	5	s	2	NA	355	0	-6.366563125861303e-6
Ixt	5	s	2	NA	356	0	1.1462957891250906e-5
Ixt	5	s	2	NA	357	1.232595164407831e-32	-3.20968348297864e-5
Ixt	5	s	2	NA	358	0	-8.937011094197187e-5
Ixt	5	s	2	NA	359	1.232595164407831e-32	-1.439637408554438e-4
Ixt	5	s	2	NA	360	0	-5.557868385265366e-5
Ixt	5	s	2	NA	361	0	4.249246948544114e-6
Ixt	5	s	2	NA	362	0	-8.084733562323198e-6
Ixt	5	s	2	NA	363	1.232595164407831e-32	-2.963960421665692e-5
Ixt	5	s	2	NA	364	0	-1.2725693619064447e-6
Ixt	5	s	2	NA	365	0	-1.2439641872236071e-5
Ixt	5	s	2	NA	366	0	7.554836245624303e-7
Ixt	5	s	2	NA	367	0	1.6955063170052745e-5
Ixt	5	s	2	NA	368	0	-1.3375649680936024e-5
Ixt	5	s	2	NA	369	0	-3.111881548408221e-5
Ixt	5	s	2	NA	370	0	7.805858831205279e-6
Ixt	5	s	2	NA	371	0	5.288966289359408e-6
Ixt	5	s	2	NA	372	1.232595164407831e-32	-1.6247245988291103e-5
Ixt	5	s	2	NA	373	0	5.831506254996684e-6
Ixt	5	s	2	NA	374	0	8.061345901548123e-6
Ixt	5	s	2	NA	375	0	-7.536521177530276e-6
Ixt	5	s	2	NA	376	1.232595164407831e-32	-4.38472189558693e-6
Ixt	5	s	2	NA	377	0	3.3929274994118656e-5
Ixt	5	s	2	NA	378	0	4.5907806043240636e-5
Ixt	5	s	2	NA	379	0	-1.3468031222992931e-5
Ixt	5	s	2	NA	380	0	-1.201806248017276e-5
Ixt	5	s	2	NA	381	0	1.3091587297340192e-5
Ixt	5	s	2	NA	382	0	-2.177094700288018e-6
Ixt	5	s	2	NA	383	0	-2.836568560616279e-5
Ixt	5	s	2	NA	384	3.0814879110195774e-33	-2.4534535047994274e-6
Ixt	5	s	2	NA	385	0	-1.3080315642273212e-5
Ixt	5	s	2	NA	386	0	2.6484823397832385e-5
Ixt	5	s	2	NA	387	0	2.2974774352092255e-5
Ixt	5	s	2	NA	388	0	-1.7289980839577052e-5
Ixt	5	s	2	NA	389	0	-2.7063387208208085e-6
Ixt	5	s	2	NA	390	0	-2.309716117415705e-5
Ixt	5	s	2	NA	391	0	-2.6957000729315828e-5
Ixt	5	s	2	NA	392	0	-3.958113918338576e-5
Ixt	5	s	2	NA	393	0	-2.5050144093600942e-5
Ixt	5	s	2	NA	394	0	-1.542950156335158e-5
Ixt	5	s	2	NA	395	1.232595164407831e-32	-2.1271071584205407e-6
Ixt	5	s	2	NA	396	0	2.2390664502713055e-5
Ixt	5	s	2	NA	397	0	1.4196356960748756e-6
Ixt	5	s	2	NA	398	0	-9.541819133724387e-6
Ixt	5	s	2	NA	399	0	8.940294130505493e-6
Ixt	5	s	2	NA	400	0	-1.8254826332710907e-5
Ixt	5	s	2	NA	401	0	-2.083633076093797e-5
Ixt	5	s	2	NA	402	3.0814879110195774e-33	-2.729670592098386e-6
Ixt	5	s	2	NA	403	0	-8.587434554748794e-6
Ixt	5	s	2	NA	404	0	-1.9630932449899866e-5
Ixt	5	s	2	NA	405	3.0814879110195774e-33	-2.1201836524738513e-5
Ixt	5	s	2	NA	406	0	-7.0619809339109124e-6
Ixt	5	s	2	NA	407	0	1.7532804923316985e-5
Ixt	5	s	2	NA	408	3.0814879110195774e-33	1.5204185217662692e-5
Ixt	5	s	2	NA	409	0	-3.2706416635413257e-6
Ixt	5	s	2	NA	410	0	-7.305271015374458e-6
Ixt	5	s	2	NA	411	0	4.512256807526275e-6
Ixt	5	s	2	NA	412	3.0814879110195774e-33	-7.957845493582512e-6
Ixt	5	s	2	NA	413	3.0814879110195774e-33	8.477242738451122e-6
Ixt	5	s	2	NA	414	3.0814879110195774e-33	1.5649304499804324e-5
Ixt	5	s	2	NA	415	3.0814879110195774e-33	-1.4097816470903943e-5
Ixt	5	s	2	NA	416	0	1.2811322317601382e-5
Ixt	5	s	2	NA	417	0	-1.5687419515401929e-6
Ixt	5	s	2	NA	418	3.0814879110195774e-33	-1.2772532423855948e-5
Ixt	5	s	2	NA	419	0	1.59086229763956e-5
Ixt	5	s	2	NA	420	0	-1.653023007967599e-6
Ixt	5	s	2	NA	421	0	-3.5581192958356595e-6
Ixt	5	s	2	NA	422	0	1.4771444162965672e-6
Ixt	5	s	2	NA	423	3.0814879110195774e-33	-1.919291029708512e-5
Ixt	5	s	2	NA	424	0	-4.8797984873191865e-5
Ixt	5	s	2	NA	425	3.0814879110195774e-33	-4.0556938118575426e-5
Ixt	5	s	2	NA	426	0	-1.699399199973789e-5
Ixt	5	s	2	NA	427	3.0814879110195774e-33	-2.2695946806092084e-5
Ixt	5	s	2	NA	428	0	-4.083886914732936e-5
Ixt	5	s	2	NA	429	0	-4.314834300586689e-5
Ixt	5	s	2	NA	430	3.0814879110195774e-33	-1.202641417165635e-5
Ixt	5	s	2	NA	431	0	-8.987047081590637e-6
Ixt	5	s	2	NA	432	3.0814879110195774e-33	-7.126156359193162e-8
Ixt	5	s	2	NA	433	0	3.0766246565132045e-6
Ixt	5	s	2	NA	434	0	8.520635899526632e-6
Ixt	5	s	2	NA	435	0	-1.55320955477322e-5
Ixt	5	s	2	NA	436	3.0814879110195774e-33	-3.931071160808764e-5
Ixt	5	s	2	NA	437	0	1.3848011820547738e-5
Ixt	5	s	2	NA	438	0	-2.8620602972503626e-6
Ixt	5	s	2	NA	439	3.0814879110195774e-33	-6.722449384908776e-5
Ixt	5	s	2	NA	440	0	-3.133434118999017e-5
Ixt	5	s	2	NA	441	0	-2.89865300630454e-6
Ixt	5	s	2	NA	442	3.0814879110195774e-33	-1.1743500158620215e-5
Ixt	5	s	2	NA	443	0	2.9035583070898854e-5
Ixt	5	s	2	NA	444	0	1.8527497563806367e-5
Ixt	5	s	2	NA	445	0	-1.6256258395422895e-5
Ixt	5	s	2	NA	446	0	1.2180405989473445e-5
Ixt	5	s	2	NA	447	0	2.6077090657009705e-5
Ixt	5	s	2	NA	448	0	1.5777342889770032e-5
Ixt	5	s	2	NA	449	0	6.406419847839257e-6
Ixt	5	s	2	NA	450	0	2.1693909369827406e-5
Ixt	5	s	2	NA	451	0	4.5462419927534205e-5
Ixt	5	s	2	NA	452	0	7.359015867826441e-5
Ixt	5	s	2	NA	453	0	3.97897978187137e-5
Ixt	5	s	2	NA	454	3.0814879110195774e-33	-3.1743763769264274e-6
Ixt	5	s	2	NA	455	0	-2.2954225760852887e-5
Ixt	5	s	2	NA	456	3.0814879110195774e-33	-1.0382363010014753e-5
Ixt	5	s	2	NA	457	0	4.1058046956970734e-5
Ixt	5	s	2	NA	458	0	6.0114230840667945e-5
Ixt	5	s	2	NA	459	0	3.936254997465232e-6
Ixt	5	s	2	NA	460	0	9.811112620579385e-7
Ixt	5	s	2	NA	461	3.0814879110195774e-33	2.8500102682628325e-5
Ixt	5	s	2	NA	462	0	1.2986443339959548e-6
Ixt	5	s	2	NA	463	0	-2.0295581040105493e-5
Ixt	5	s	2	NA	464	0	-2.405615438950081e-7
Ixt	5	s	2	NA	465	0	3.7393195476630606e-6
Ixt	5	s	2	NA	466	0	1.1280008564765246e-6
Ixt	5	s	2	NA	467	0	2.072390372664535e-5
Ixt	5	s	2	NA	468	0	3.895404500070618e-5
Ixt	5	s	2	NA	469	0	6.651614571154568e-6
Ixt	5	s	2	NA	470	0	-1.4881393006320083e-5
Ixt	5	s	2	NA	471	0	-2.7399175061630583e-5
Ixt	5	s	2	NA	472	3.0814879110195774e-33	-3.436204716016574e-5
Ixt	5	s	2	NA	473	0	-3.07451872845954e-6
Ixt	5	s	2	NA	474	0	-2.0059279400844478e-7
Ixt	5	s	2	NA	475	0	-4.2546002634522655e-5
Ixt	5	s	2	NA	476	0	-2.3880933644811644e-6
Ixt	5	s	2	NA	477	0	-8.692305217200026e-6
Ixt	5	s	2	NA	478	0	-4.365488575829543e-5
Ixt	5	s	2	NA	479	0	-3.3324665492078045e-5
Ixt	5	s	2	NA	480	7.703719777548943e-34	-8.498577557694574e-6
Ixt	5	s	2	NA	481	0	1.7656680791227962e-5
Ixt	5	s	2	NA	482	7.703719777548943e-34	-2.143668490234308e-6
Ixt	5	s	2	NA	483	3.0814879110195774e-33	-2.193117011516831e-5
Ixt	5	s	2	NA	484	7.703719777548943e-34	-4.0812985071527077e-5
Ixt	5	s	2	NA	485	7.703719777548943e-34	-1.0767074950016032e-5
Ixt	5	s	2	NA	486	0	7.241261209969032e-6
Ixt	5	s	2	NA	487	0	2.508702291190835e-5
Ixt	5	s	2	NA	488	0	3.2145024519492595e-5
Ixt	5	s	2	NA	489	0	1.8446882628227185e-5
Ixt	5	s	2	NA	490	0	4.766436737368878e-6
Ixt	5	s	2	NA	491	0	6.27021130723345e-6
Ixt	5	s	2	NA	492	7.703719777548943e-34	-8.477103337935474e-6
Ixt	5	s	2	NA	493	0	-1.736409918697299e-5
Ixt	5	s	2	NA	494	7.703719777548943e-34	-1.3993896459555976e-5
Ixt	5	s	2	NA	495	7.703719777548943e-34	-4.7652557428650075e-6
Ixt	5	s	2	NA	496	7.703719777548943e-34	-1.7062324520081526e-5
Ixt	5	s	2	NA	497	0	-2.4981755229100842e-5
Ixt	5	s	2	NA	498	0	-5.318127008942615e-5
Ixt	5	s	2	NA	499	0	-4.504524606370359e-5
Ixt	5	s	2	NA	500	0	-4.8070411271206875e-5
Ixt	5	s	2	NA	501	0	-8.822374536588153e-6
Ixt	5	s	2	NA	502	7.703719777548943e-34	3.846038332187143e-5
Ixt	5	s	2	NA	503	0	1.708031503163746e-5
Ixt	5	s	2	NA	504	7.703719777548943e-34	-1.4974880935653749e-5
Ixt	5	s	2	NA	505	0	-1.4842039882938031e-5
Ixt	5	s	2	NA	506	7.703719777548943e-34	-2.3316064324412928e-5
Ixt	5	s	2	NA	507	7.703719777548943e-34	-2.580949388407486e-5
Ixt	5	s	2	NA	508	0	-1.2748459493842905e-5
Ixt	5	s	2	NA	509	0	-3.3400389639793505e-5
Ixt	5	s	2	NA	510	0	-1.614678286663804e-5
Ixt	5	s	2	NA	511	7.703719777548943e-34	-5.693071009223162e-6
Ixt	5	s	2	NA	512	7.703719777548943e-34	-3.2677883201875935e-6
Ixt	5	s	2	NA	513	0	1.3451805642874338e-5
Ixt	5	s	2	NA	514	0	9.856710383245651e-6
Ixt	5	s	2	NA	515	0	-2.0762262774518127e-5
Ixt	5	s	2	NA	516	7.703719777548943e-34	-1.98908416268843e-5
Ixt	5	s	2	NA	517	0	-2.447029710873414e-5
Ixt	5	s	2	NA	518	0	-2.7989819638742205e-5
Ixt	5	s	2	NA	519	0	-5.823431503702351e-6
Ixt	5	s	2	NA	520	7.703719777548943e-34	-2.3466552819207314e-5
Ixt	5	s	2	NA	521	0	-1.9157799421599833e-5
Ixt	5	s	2	NA	522	0	-2.7237076612596204e-5
Ixt	5	s	2	NA	523	7.703719777548943e-34	-1.3266939020262225e-6
Ixt	5	s	2	NA	524	0	1.4025366069289631e-5
Ixt	5	s	2	NA	525	7.703719777548943e-34	-2.33940489589802e-5
Ixt	5	s	2	NA	526	0	-1.9606869973939115e-5
Ixt	5	s	2	NA	527	0	3.4845337192773545e-6
Ixt	5	s	2	NA	528	0	9.791367824860199e-6
Ixt	5	s	2	NA	529	0	5.003832000546741e-6
Ixt	5	s	2	NA	530	0	-2.154964253337114e-5
Ixt	5	s	2	NA	531	0	-1.4663614836166849e-5
Ixt	5	s	2	NA	532	0	-1.1311490740671104e-5
Ixt	5	s	2	NA	533	0	5.212422603019377e-6
